,text,username,tweet_id,timestamp,hashtags,screen_name,retweets,likes,uni_handle,compound,Sentiment,score,retweets_n,likes_n,engagement_score,clean_tweets,tweet_tokens,pos,nouns,irrelevance,engagement,sentiment_score
48,"@tcgehlot sir we students of national institute of technology karnataka surathkal. nsp is providing us scholarship under the scheme of ""top class education"" it's been one year we still didn't get the scholarship. and we already applied renewal this year with no scholarship ‍",D K SIDDHARTH KUMAR,1196314463952965632,2019-11-18 06:29:29,[],DKSIDDHARTHKUM1,0.0,0.0,,0.0857,Positive,3.1714,0.0,0.0,0.0,"@TCGEHLOT Sir we students of National Institute of technology Karnataka Surathkal NSP is providing us scholarship under the scheme of ""TOP CLASS EDUCATION it's been one year we still didn't get the scholarship And we already applied renewal this year with no scholarship ‍","['tcgehlot', 'sir', 'students', 'national', 'institute', 'technology', 'karnataka', 'surathkal', 'nsp', 'providing', 'us', 'scholarship', 'scheme', 'top', 'class', 'education', 'one', 'year', 'still', 'get', 'scholarship', 'already', 'applied', 'renewal', 'year', 'scholarship']","[('tcgehlot', 'NN'), ('sir', 'NN'), ('students', 'NNS'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'NNP'), ('surathkal', 'NN'), ('nsp', 'NN'), ('providing', 'VBG'), ('us', 'PRP'), ('scholarship', 'JJ'), ('scheme', 'JJ'), ('top', 'JJ'), ('class', 'NN'), ('education', 'NN'), ('one', 'CD'), ('year', 'NN'), ('still', 'RB'), ('get', 'VB'), ('scholarship', 'JJ'), ('already', 'RB'), ('applied', 'VBN'), ('renewal', 'JJ'), ('year', 'NN'), ('scholarship', 'NN')]","['tcgehlot', 'sir', 'students', 'institute', 'technology', 'karnataka', 'surathkal', 'nsp', 'class', 'education', 'year', 'year', 'scholarship']",0,0,3.1714
49,"nit notification 2019 – opening for various junior hindi translator posts https://ift.tt/37ej71c 
national institute of technology karnataka has issued the latest notification for the recruitment of 2019. applications are invited for the post of junior hindi translator. other …",Govt Job Guide,1196294030130319360,2019-11-18 05:08:17,[],GovtJobGuide,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,NIT Notification 2019 Opening for Various Junior Hindi Translator Posts National Institute of Technology Karnataka has issued the latest notification for the recruitment of 2019 Applications are invited for the post of Junior Hindi Translator Other …,"['nit', 'notification', '2019', 'opening', 'various', 'junior', 'hindi', 'translator', 'posts', 'national', 'institute', 'technology', 'karnataka', 'issued', 'latest', 'notification', 'recruitment', '2019', 'applications', 'invited', 'post', 'junior', 'hindi', 'translator']","[('nit', 'DT'), ('notification', 'NN'), ('2019', 'CD'), ('opening', 'VBG'), ('various', 'JJ'), ('junior', 'JJ'), ('hindi', 'NN'), ('translator', 'NN'), ('posts', 'VBZ'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'NNP'), ('issued', 'VBD'), ('latest', 'JJS'), ('notification', 'NN'), ('recruitment', 'NN'), ('2019', 'CD'), ('applications', 'NNS'), ('invited', 'VBD'), ('post', 'NN'), ('junior', 'NN'), ('hindi', 'NN'), ('translator', 'NN')]","['notification', 'hindi', 'translator', 'institute', 'technology', 'karnataka', 'notification', 'recruitment', 'applications', 'post', 'junior', 'hindi', 'translator']",0,0,3.0
50,"ieee r10 asia pacific darrel chong award. 
@ieeeorg recognizes and certifies national institute of technology, karnataka with the darrel chong student activity award 2019 - bronze for the activity “envision” 25th october 2019. @ieee_nitk @hrdministry @drrpnishankpic.twitter.com/scphgjgwsr",NITK Surathkal_Official,1198904275948097536,2019-11-25 10:00:28,[],surathkal_nitk,1.0,1.0,1.0,0.7906,Positive,4.5812,0.0014771048744460858,0.00015108022359873092,0.09466950141071438,IEEE R10 Asia Pacific Darrel Chong Award @IEEEorg Recognizes and certifies National Institute of Technology Karnataka with the Darrel Chong Student Activity Award 2019 Bronze for the activity “Envision 25th October 2019 @IEEE_NITK @HRDMinistry @DrRPNishankpic.twitter.com/SCPhgjgwSr,"['ieee', 'r10', 'asia', 'pacific', 'darrel', 'chong', 'award', 'ieeeorg', 'recognizes', 'certifies', 'national', 'institute', 'technology', 'karnataka', 'darrel', 'chong', 'student', 'activity', 'award', '2019', 'bronze', 'activity', 'envision', '25th', 'october', '2019', 'ieee_nitk', 'hrdministry', 'drrpnishankpic', 'twitter', 'com', 'scphgjgwsr']","[('ieee', 'NN'), ('r10', 'NN'), ('asia', 'NN'), ('pacific', 'NN'), ('darrel', 'NN'), ('chong', 'JJ'), ('award', 'RB'), ('ieeeorg', 'NN'), ('recognizes', 'VBZ'), ('certifies', 'NNS'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'NNP'), ('darrel', 'NN'), ('chong', 'JJ'), ('student', 'NN'), ('activity', 'NN'), ('award', 'IN'), ('2019', 'CD'), ('bronze', 'NN'), ('activity', 'NN'), ('envision', 'NN'), ('25th', 'CD'), ('october', 'NN'), ('2019', 'CD'), ('ieee_nitk', 'NN'), ('hrdministry', 'NN'), ('drrpnishankpic', 'NN'), ('twitter', 'NN'), ('com', 'NN'), ('scphgjgwsr', 'NN')]","['ieee', 'r10', 'asia', 'pacific', 'darrel', 'ieeeorg', 'certifies', 'institute', 'technology', 'karnataka', 'darrel', 'student', 'activity', 'bronze', 'activity', 'envision', 'october', 'ieee_nitk', 'hrdministry', 'drrpnishankpic', 'twitter', 'com', 'scphgjgwsr']",0,1,3.0
51,"potential of xiera's fuzzy logic controller explained by dr. gangadharan from national institute of technology karnataka in india.    

#edex #artificial_intelligence #aichip #controlsystem #embedded #energysaving
https://youtu.be/n-qaceov7wq  via @youtube",Xiera Technologies Inc.,1197346504572362752,2019-11-21 02:50:26,"['edex', 'artificial_intelligence', 'AIchip', 'controlsystem', 'embedded', 'energysaving']",XieraTech,1.0,2.0,,0.0,Neutral,3.0,0.0014771048744460858,0.00030216044719746184,0.10071271035466363,Potential of Xiera's fuzzy logic controller explained by Dr Gangadharan from National Institute of Technology Karnataka in India #edex #artificial_intelligence #AIchip #controlsystem #embedded #energysaving via @YouTube,"['potential', 'xiera', 'fuzzy', 'logic', 'controller', 'explained', 'dr', 'gangadharan', 'national', 'institute', 'technology', 'karnataka', 'india', 'edex', 'artificial_intelligence', 'aichip', 'controlsystem', 'embedded', 'energysaving', 'via', 'youtube']","[('potential', 'JJ'), ('xiera', 'NN'), ('fuzzy', 'NN'), ('logic', 'JJ'), ('controller', 'NN'), ('explained', 'VBD'), ('dr', 'JJ'), ('gangadharan', 'JJ'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'VBZ'), ('india', 'JJ'), ('edex', 'NN'), ('artificial_intelligence', 'NN'), ('aichip', 'NN'), ('controlsystem', 'NN'), ('embedded', 'VBD'), ('energysaving', 'VBG'), ('via', 'IN'), ('youtube', 'NN')]","['xiera', 'fuzzy', 'controller', 'institute', 'technology', 'edex', 'artificial_intelligence', 'aichip', 'controlsystem', 'youtube']",0,1,3.0
52,"@tcgehlot sir we students of national institute of technology karnataka surathkal. nsp is providing us scholarship under the scheme of ""top class education"" it's been one year we still didn't get the scholarship. and we already applied renewal this year with no scholarship ‍",D K SIDDHARTH KUMAR,1196314463952965632,2019-11-18 06:29:29,[],DKSIDDHARTHKUM1,0.0,0.0,,0.0857,Positive,3.1714,0.0,0.0,0.0,"@TCGEHLOT Sir we students of National Institute of technology Karnataka Surathkal NSP is providing us scholarship under the scheme of ""TOP CLASS EDUCATION it's been one year we still didn't get the scholarship And we already applied renewal this year with no scholarship ‍","['tcgehlot', 'sir', 'students', 'national', 'institute', 'technology', 'karnataka', 'surathkal', 'nsp', 'providing', 'us', 'scholarship', 'scheme', 'top', 'class', 'education', 'one', 'year', 'still', 'get', 'scholarship', 'already', 'applied', 'renewal', 'year', 'scholarship']","[('tcgehlot', 'NN'), ('sir', 'NN'), ('students', 'NNS'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'NNP'), ('surathkal', 'NN'), ('nsp', 'NN'), ('providing', 'VBG'), ('us', 'PRP'), ('scholarship', 'JJ'), ('scheme', 'JJ'), ('top', 'JJ'), ('class', 'NN'), ('education', 'NN'), ('one', 'CD'), ('year', 'NN'), ('still', 'RB'), ('get', 'VB'), ('scholarship', 'JJ'), ('already', 'RB'), ('applied', 'VBN'), ('renewal', 'JJ'), ('year', 'NN'), ('scholarship', 'NN')]","['tcgehlot', 'sir', 'students', 'institute', 'technology', 'karnataka', 'surathkal', 'nsp', 'class', 'education', 'year', 'year', 'scholarship']",0,0,3.1714
53,"nit notification 2019 – opening for various junior hindi translator posts https://ift.tt/37ej71c 
national institute of technology karnataka has issued the latest notification for the recruitment of 2019. applications are invited for the post of junior hindi translator. other …",Govt Job Guide,1196294030130319360,2019-11-18 05:08:17,[],GovtJobGuide,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,NIT Notification 2019 Opening for Various Junior Hindi Translator Posts National Institute of Technology Karnataka has issued the latest notification for the recruitment of 2019 Applications are invited for the post of Junior Hindi Translator Other …,"['nit', 'notification', '2019', 'opening', 'various', 'junior', 'hindi', 'translator', 'posts', 'national', 'institute', 'technology', 'karnataka', 'issued', 'latest', 'notification', 'recruitment', '2019', 'applications', 'invited', 'post', 'junior', 'hindi', 'translator']","[('nit', 'DT'), ('notification', 'NN'), ('2019', 'CD'), ('opening', 'VBG'), ('various', 'JJ'), ('junior', 'JJ'), ('hindi', 'NN'), ('translator', 'NN'), ('posts', 'VBZ'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'NNP'), ('issued', 'VBD'), ('latest', 'JJS'), ('notification', 'NN'), ('recruitment', 'NN'), ('2019', 'CD'), ('applications', 'NNS'), ('invited', 'VBD'), ('post', 'NN'), ('junior', 'NN'), ('hindi', 'NN'), ('translator', 'NN')]","['notification', 'hindi', 'translator', 'institute', 'technology', 'karnataka', 'notification', 'recruitment', 'applications', 'post', 'junior', 'hindi', 'translator']",0,0,3.0
54,"govt job: national institute of technology karnataka recruitment 2019 apply for junior research fellow posts 
http://bit.ly/32mw3nr pic.twitter.com/dhmaotq2iq",Engineer Feed,1187967334721286144,2019-10-26 05:40:58,[],theengineerfeed,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,Govt Job National Institute of Technology Karnataka Recruitment 2019 apply for Junior Research Fellow posts pic.twitter.com/DHmaotQ2iq,"['govt', 'job', 'national', 'institute', 'technology', 'karnataka', 'recruitment', '2019', 'apply', 'junior', 'research', 'fellow', 'posts', 'pic', 'twitter', 'com', 'dhmaotq2iq']","[('govt', 'NNS'), ('job', 'NN'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'FW'), ('recruitment', 'NN'), ('2019', 'CD'), ('apply', 'NN'), ('junior', 'JJ'), ('research', 'NN'), ('fellow', 'JJ'), ('posts', 'NNS'), ('pic', 'VBP'), ('twitter', 'NN'), ('com', 'NN'), ('dhmaotq2iq', 'NN')]","['govt', 'job', 'institute', 'technology', 'recruitment', 'apply', 'research', 'posts', 'twitter', 'com', 'dhmaotq2iq']",0,0,3.0
55,"govt job: national institute of technology karnataka recruitment 2019 apply for junior research assistant posts 
http://bit.ly/2bhkayt pic.twitter.com/qch05ayltq",Engineer Feed,1187767528195407872,2019-10-25 16:27:01,[],theengineerfeed,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,Govt Job National Institute of Technology Karnataka Recruitment 2019 apply for Junior Research Assistant posts pic.twitter.com/qCh05aYLtq,"['govt', 'job', 'national', 'institute', 'technology', 'karnataka', 'recruitment', '2019', 'apply', 'junior', 'research', 'assistant', 'posts', 'pic', 'twitter', 'com', 'qch05ayltq']","[('govt', 'NNS'), ('job', 'NN'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'FW'), ('recruitment', 'NN'), ('2019', 'CD'), ('apply', 'NN'), ('junior', 'JJ'), ('research', 'NN'), ('assistant', 'NN'), ('posts', 'VBZ'), ('pic', 'VBP'), ('twitter', 'NN'), ('com', 'NN'), ('qch05ayltq', 'NN')]","['govt', 'job', 'institute', 'technology', 'recruitment', 'apply', 'research', 'assistant', 'twitter', 'com', 'qch05ayltq']",0,0,3.0
56,"vice president and rajya sabha chairman m venkaiah naidu will participate in the 17th convocation and diamond jubilee celebrations at national institute of technology karnataka, surathkal on november 2.",Vinobha KT,1185187291964137472,2019-10-18 13:34:04,[],KTVinobhaTOI,0.0,0.0,,0.34,Positive,3.68,0.0,0.0,0.0,Vice President and Rajya Sabha chairman M Venkaiah Naidu will participate in the 17th Convocation and diamond jubilee celebrations at National Institute of Technology Karnataka Surathkal on November 2.,"['vice', 'president', 'rajya', 'sabha', 'chairman', 'venkaiah', 'naidu', 'participate', '17th', 'convocation', 'diamond', 'jubilee', 'celebrations', 'national', 'institute', 'technology', 'karnataka', 'surathkal', 'november', '2']","[('vice', 'NN'), ('president', 'NN'), ('rajya', 'NN'), ('sabha', 'NN'), ('chairman', 'NN'), ('venkaiah', 'NN'), ('naidu', 'JJ'), ('participate', 'VB'), ('17th', 'CD'), ('convocation', 'NN'), ('diamond', 'NN'), ('jubilee', 'NN'), ('celebrations', 'NNS'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'NNP'), ('surathkal', 'VBD'), ('november', 'RB'), ('2', 'CD')]","['vice', 'president', 'rajya', 'sabha', 'chairman', 'venkaiah', 'convocation', 'diamond', 'jubilee', 'celebrations', 'institute', 'technology', 'karnataka']",0,0,3.68
57,"national institute of technology, karnataka – senior research fellow https://goo.gl/fb/pzvgd9 ",Facultyplus,1184841480281702400,2019-10-17 14:39:56,[],Facultyplus,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,National Institute of Technology Karnataka Senior Research Fellow,"['national', 'institute', 'technology', 'karnataka', 'senior', 'research', 'fellow']","[('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'NNP'), ('senior', 'JJ'), ('research', 'NN'), ('fellow', 'NN')]","['institute', 'technology', 'karnataka', 'research', 'fellow']",0,0,3.0
58,national institute of technology karnataka – wanted project assistant https://goo.gl/fb/femzyd ,Facultyplus,1184841478998241280,2019-10-17 14:39:56,[],Facultyplus,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,National Institute of Technology Karnataka Wanted Project Assistant,"['national', 'institute', 'technology', 'karnataka', 'wanted', 'project', 'assistant']","[('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'NN'), ('wanted', 'VBD'), ('project', 'NN'), ('assistant', 'NN')]","['institute', 'technology', 'karnataka', 'project', 'assistant']",0,0,3.0
59,"national institute of technology, karnataka – wanted jrf https://goo.gl/fb/sxxatk ",Facultyplus,1184836610728308736,2019-10-17 14:20:35,[],Facultyplus,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,National Institute of Technology Karnataka Wanted JRF,"['national', 'institute', 'technology', 'karnataka', 'wanted', 'jrf']","[('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'NN'), ('wanted', 'VBD'), ('jrf', 'NN')]","['institute', 'technology', 'karnataka', 'jrf']",0,0,3.0
60,"govt job: national institute of technology karnataka recruitment 2019 apply for junior research fellow posts 
http://bit.ly/32mw3nr pic.twitter.com/dhmaotq2iq",Engineer Feed,1187967334721286144,2019-10-26 05:40:58,[],theengineerfeed,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,Govt Job National Institute of Technology Karnataka Recruitment 2019 apply for Junior Research Fellow posts pic.twitter.com/DHmaotQ2iq,"['govt', 'job', 'national', 'institute', 'technology', 'karnataka', 'recruitment', '2019', 'apply', 'junior', 'research', 'fellow', 'posts', 'pic', 'twitter', 'com', 'dhmaotq2iq']","[('govt', 'NNS'), ('job', 'NN'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'FW'), ('recruitment', 'NN'), ('2019', 'CD'), ('apply', 'NN'), ('junior', 'JJ'), ('research', 'NN'), ('fellow', 'JJ'), ('posts', 'NNS'), ('pic', 'VBP'), ('twitter', 'NN'), ('com', 'NN'), ('dhmaotq2iq', 'NN')]","['govt', 'job', 'institute', 'technology', 'recruitment', 'apply', 'research', 'posts', 'twitter', 'com', 'dhmaotq2iq']",0,0,3.0
61,"govt job: national institute of technology karnataka recruitment 2019 apply for junior research assistant posts 
http://bit.ly/2bhkayt pic.twitter.com/qch05ayltq",Engineer Feed,1187767528195407872,2019-10-25 16:27:01,[],theengineerfeed,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,Govt Job National Institute of Technology Karnataka Recruitment 2019 apply for Junior Research Assistant posts pic.twitter.com/qCh05aYLtq,"['govt', 'job', 'national', 'institute', 'technology', 'karnataka', 'recruitment', '2019', 'apply', 'junior', 'research', 'assistant', 'posts', 'pic', 'twitter', 'com', 'qch05ayltq']","[('govt', 'NNS'), ('job', 'NN'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'FW'), ('recruitment', 'NN'), ('2019', 'CD'), ('apply', 'NN'), ('junior', 'JJ'), ('research', 'NN'), ('assistant', 'NN'), ('posts', 'VBZ'), ('pic', 'VBP'), ('twitter', 'NN'), ('com', 'NN'), ('qch05ayltq', 'NN')]","['govt', 'job', 'institute', 'technology', 'recruitment', 'apply', 'research', 'assistant', 'twitter', 'com', 'qch05ayltq']",0,0,3.0
62,"vice president and rajya sabha chairman m venkaiah naidu will participate in the 17th convocation and diamond jubilee celebrations at national institute of technology karnataka, surathkal on november 2.",Vinobha KT,1185187291964137472,2019-10-18 13:34:04,[],KTVinobhaTOI,0.0,0.0,,0.34,Positive,3.68,0.0,0.0,0.0,Vice President and Rajya Sabha chairman M Venkaiah Naidu will participate in the 17th Convocation and diamond jubilee celebrations at National Institute of Technology Karnataka Surathkal on November 2.,"['vice', 'president', 'rajya', 'sabha', 'chairman', 'venkaiah', 'naidu', 'participate', '17th', 'convocation', 'diamond', 'jubilee', 'celebrations', 'national', 'institute', 'technology', 'karnataka', 'surathkal', 'november', '2']","[('vice', 'NN'), ('president', 'NN'), ('rajya', 'NN'), ('sabha', 'NN'), ('chairman', 'NN'), ('venkaiah', 'NN'), ('naidu', 'JJ'), ('participate', 'VB'), ('17th', 'CD'), ('convocation', 'NN'), ('diamond', 'NN'), ('jubilee', 'NN'), ('celebrations', 'NNS'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'NNP'), ('surathkal', 'VBD'), ('november', 'RB'), ('2', 'CD')]","['vice', 'president', 'rajya', 'sabha', 'chairman', 'venkaiah', 'convocation', 'diamond', 'jubilee', 'celebrations', 'institute', 'technology', 'karnataka']",0,0,3.68
63,"national institute of technology, karnataka – senior research fellow https://goo.gl/fb/pzvgd9 ",Facultyplus,1184841480281702400,2019-10-17 14:39:56,[],Facultyplus,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,National Institute of Technology Karnataka Senior Research Fellow,"['national', 'institute', 'technology', 'karnataka', 'senior', 'research', 'fellow']","[('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'NNP'), ('senior', 'JJ'), ('research', 'NN'), ('fellow', 'NN')]","['institute', 'technology', 'karnataka', 'research', 'fellow']",0,0,3.0
64,national institute of technology karnataka – wanted project assistant https://goo.gl/fb/femzyd ,Facultyplus,1184841478998241280,2019-10-17 14:39:56,[],Facultyplus,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,National Institute of Technology Karnataka Wanted Project Assistant,"['national', 'institute', 'technology', 'karnataka', 'wanted', 'project', 'assistant']","[('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'NN'), ('wanted', 'VBD'), ('project', 'NN'), ('assistant', 'NN')]","['institute', 'technology', 'karnataka', 'project', 'assistant']",0,0,3.0
65,"national institute of technology, karnataka – wanted jrf https://goo.gl/fb/sxxatk ",Facultyplus,1184836610728308736,2019-10-17 14:20:35,[],Facultyplus,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,National Institute of Technology Karnataka Wanted JRF,"['national', 'institute', 'technology', 'karnataka', 'wanted', 'jrf']","[('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'NN'), ('wanted', 'VBD'), ('jrf', 'NN')]","['institute', 'technology', 'karnataka', 'jrf']",0,0,3.0
66,"govt job: national institute of technology karnataka recruitment 2019 apply for junior research fellow posts 
https://engineerfeed.com/2019/07/38014/ pic.twitter.com/1bybihspu9",Engineer Feed,1155795284271624192,2019-07-29 11:00:44,[],theengineerfeed,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,Govt Job National Institute of Technology Karnataka Recruitment 2019 apply for Junior Research Fellow posts pic.twitter.com/1BybihsPU9,"['govt', 'job', 'national', 'institute', 'technology', 'karnataka', 'recruitment', '2019', 'apply', 'junior', 'research', 'fellow', 'posts', 'pic', 'twitter', 'com', '1bybihspu9']","[('govt', 'NNS'), ('job', 'NN'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'FW'), ('recruitment', 'NN'), ('2019', 'CD'), ('apply', 'NN'), ('junior', 'JJ'), ('research', 'NN'), ('fellow', 'JJ'), ('posts', 'NNS'), ('pic', 'VBP'), ('twitter', 'NN'), ('com', 'NN'), ('1bybihspu9', 'CD')]","['govt', 'job', 'institute', 'technology', 'recruitment', 'apply', 'research', 'posts', 'twitter', 'com']",0,0,3.0
67,"govt job: national institute of technology karnataka recruitment 2019 apply for helper, junior research fellow, more vacancies posts 
https://engineerfeed.com/2019/07/37893/ pic.twitter.com/rtrkptiskk",Engineer Feed,1155715415231758336,2019-07-29 05:43:21,[],theengineerfeed,0.0,0.0,,0.34,Positive,3.68,0.0,0.0,0.0,Govt Job National Institute of Technology Karnataka Recruitment 2019 apply for Helper Junior Research Fellow More Vacancies posts pic.twitter.com/rtrkpTiSkk,"['govt', 'job', 'national', 'institute', 'technology', 'karnataka', 'recruitment', '2019', 'apply', 'helper', 'junior', 'research', 'fellow', 'vacancies', 'posts', 'pic', 'twitter', 'com', 'rtrkptiskk']","[('govt', 'NNS'), ('job', 'NN'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'FW'), ('recruitment', 'NN'), ('2019', 'CD'), ('apply', 'NN'), ('helper', 'JJ'), ('junior', 'JJ'), ('research', 'NN'), ('fellow', 'JJ'), ('vacancies', 'NNS'), ('posts', 'VBZ'), ('pic', 'VBP'), ('twitter', 'NN'), ('com', 'NN'), ('rtrkptiskk', 'NN')]","['govt', 'job', 'institute', 'technology', 'recruitment', 'apply', 'research', 'vacancies', 'twitter', 'com', 'rtrkptiskk']",0,0,3.68
68,"govt job: national institute of technology karnataka recruitment 2019 apply for senior research fellow posts 
https://engineerfeed.com/2019/07/37887/ pic.twitter.com/z1nqzorjsi",Engineer Feed,1155714085868015616,2019-07-29 05:38:04,[],theengineerfeed,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,Govt Job National Institute of Technology Karnataka Recruitment 2019 apply for Senior Research Fellow posts pic.twitter.com/Z1NqZORJSi,"['govt', 'job', 'national', 'institute', 'technology', 'karnataka', 'recruitment', '2019', 'apply', 'senior', 'research', 'fellow', 'posts', 'pic', 'twitter', 'com', 'z1nqzorjsi']","[('govt', 'NNS'), ('job', 'NN'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'FW'), ('recruitment', 'NN'), ('2019', 'CD'), ('apply', 'NN'), ('senior', 'JJ'), ('research', 'NN'), ('fellow', 'JJ'), ('posts', 'NNS'), ('pic', 'VBP'), ('twitter', 'NN'), ('com', 'NN'), ('z1nqzorjsi', 'NN')]","['govt', 'job', 'institute', 'technology', 'recruitment', 'apply', 'research', 'posts', 'twitter', 'com', 'z1nqzorjsi']",0,0,3.0
69,"govt job: national institute of technology karnataka recruitment 2019 apply for junior research fellow posts 
https://engineerfeed.com/2019/07/37829/ pic.twitter.com/dghzmge69z",Engineer Feed,1155499493153837056,2019-07-28 15:25:21,[],theengineerfeed,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,Govt Job National Institute of Technology Karnataka Recruitment 2019 apply for Junior Research Fellow posts pic.twitter.com/DghzmGe69Z,"['govt', 'job', 'national', 'institute', 'technology', 'karnataka', 'recruitment', '2019', 'apply', 'junior', 'research', 'fellow', 'posts', 'pic', 'twitter', 'com', 'dghzmge69z']","[('govt', 'NNS'), ('job', 'NN'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'FW'), ('recruitment', 'NN'), ('2019', 'CD'), ('apply', 'NN'), ('junior', 'JJ'), ('research', 'NN'), ('fellow', 'JJ'), ('posts', 'NNS'), ('pic', 'VBP'), ('twitter', 'NN'), ('com', 'NN'), ('dghzmge69z', 'NN')]","['govt', 'job', 'institute', 'technology', 'recruitment', 'apply', 'research', 'posts', 'twitter', 'com', 'dghzmge69z']",0,0,3.0
70,"government jobs | rozgar

national institute of technology karnataka 

post name : helper
last date : 14 aug 2019
location : karnataka
education : 10th
more info : http://bit.ly/2golft7 
#government #jobs #opportunitypic.twitter.com/rwjjjsfbcq",Rozgar.com,1154232806228164608,2019-07-25 03:32:00,"['Government', 'Jobs', 'opportunitypic']",rozgar_India,0.0,0.0,,0.34,Positive,3.68,0.0,0.0,0.0,Government Jobs Rozgar National Institute Of Technology Karnataka Post Name Helper Last Date 14 Aug 2019 Location Karnataka Education 10th More Info #Government #Jobs #opportunitypic.twitter.com/RwJjjsfbCQ,"['government', 'jobs', 'rozgar', 'national', 'institute', 'technology', 'karnataka', 'post', 'name', 'helper', 'last', 'date', '14', 'aug', '2019', 'location', 'karnataka', 'education', '10th', 'info', 'government', 'jobs', 'opportunitypic', 'twitter', 'com', 'rwjjjsfbcq']","[('government', 'NN'), ('jobs', 'NNS'), ('rozgar', 'VBP'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'VBZ'), ('post', 'NN'), ('name', 'NN'), ('helper', 'NN'), ('last', 'JJ'), ('date', 'NN'), ('14', 'CD'), ('aug', 'NN'), ('2019', 'CD'), ('location', 'NN'), ('karnataka', 'VBD'), ('education', 'NN'), ('10th', 'CD'), ('info', 'JJ'), ('government', 'NN'), ('jobs', 'NNS'), ('opportunitypic', 'VBP'), ('twitter', 'NN'), ('com', 'NN'), ('rwjjjsfbcq', 'NN')]","['government', 'jobs', 'institute', 'technology', 'post', 'name', 'helper', 'date', 'aug', 'location', 'education', 'government', 'jobs', 'twitter', 'com', 'rwjjjsfbcq']",0,0,3.68
71,"chinmay’s new ‘vidyashram’ , all the best my boy. orientation program starts — at national institute of technology, karnataka https://www.facebook.com/694370072/posts/10157008067995073/ …",harish bilgi,1153869808624123904,2019-07-24 03:29:34,[],hrbilgi,0.0,0.0,,0.6369,Positive,4.2738,0.0,0.0,0.0,Chinmay’s new ‘vidyashram all the best my boy Orientation program starts at National Institute of Technology Karnataka …,"['chinmay', 'new', 'vidyashram', 'best', 'boy', 'orientation', 'program', 'starts', 'national', 'institute', 'technology', 'karnataka']","[('chinmay', 'JJ'), ('new', 'JJ'), ('vidyashram', 'NN'), ('best', 'JJS'), ('boy', 'JJ'), ('orientation', 'NN'), ('program', 'NN'), ('starts', 'VBZ'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'NN')]","['vidyashram', 'orientation', 'program', 'institute', 'technology', 'karnataka']",0,0,4.2738
