,Unnamed: 0,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers,compound,Sentiment,old_score,followers_n,engagement,sentiment_score
10,10,Amrita-School-of-Engineering-Amritapuri-1,"Does Amrita University, Amritapuri allow parents to stay in a hostel?",2,1,2/1,No,Followed,2019-06-23,https://www.quora.com/Does-Amrita-University-Amritapuri-allow-parents-to-stay-in-a-hostel,"Yes, but no.. Yes, parents are allowed to stay But, no, not in hostels(in which students stay). When parents want to stay at amritapuri, they can get accommodation on the ashram side, which is pretty cheap ( I think it's around 250–300 per day, don't know if it's still the same). All they have to do is go to the ashram, ask for a room at the accommodation centre below the Kali maa temple and submit their photo ID proof. That should be it. They can even get free food at the darshan hall, just like all the visitors and devotees. Hope this helps. Just comment down below if you want more details. PS: I won't recommend you to go there, submit your ID proof and get a room. There were some issues that happened, during my time over there as a student, because of which I think you may face problems if you do so. ",0.17844000000000002,Positive,3.35688,0.1,0,3.35688
11,11,Amrita-School-of-Engineering-Amritapuri-1,"How is electrical and computer engineering at Amrita Amritapuri campus? How are the labs, faculty, etc., and is it worth joining?",0,1,0/1,No,Requested,2019-06-21,https://www.quora.com/How-is-electrical-and-computer-engineering-at-Amrita-Amritapuri-campus-How-are-the-labs-faculty-etc-and-is-it-worth-joining,Labs were moderate but faculty members were not good. Because no good faculty wish to work in a tiny village ,-0.20125,Negative,2.5975,0.0,0,2.5975
12,12,Amrita-School-of-Engineering-Amritapuri-1,How is CSE at Amrita Vidyapeetham Coimbatore? I'll be joining Amrita in July. What are some things I should keep in mind?,5,3,5/3,No,Followed,2019-05-26,https://www.quora.com/How-is-CSE-at-Amrita-Vidyapeetham-Coimbatore-Ill-be-joining-Amrita-in-July-What-are-some-things-I-should-keep-in-mind,"CONGRATULATIONS and All the best. Prepare basics of C programming and be strong in them. Rest is after you join. Prepare your mind in such a way that you should get adjusted to the hostel environment and just keep an aim to score above 8 CGPA to get an eligibility to get a job of above 10 Lakhs per annum. If you don’t want that, it is enough to score 6.5 cgpa. It is upto you and keep preparing accordingly. CSE is something which you can score easily in exams if you are strong at basics. Just concentrate more on your 1st year subjects. ALL THE BEST ",0.3423888888888889,Positive,3.6847777777777777,0.25,1,4.684777777777778
13,13,Amrita-School-of-Engineering-Amritapuri-1,How is CSE at Amrita Vidyapeetham Coimbatore? I'll be joining Amrita in July. What are some things I should keep in mind?,5,3,5/3,No,Followed,2019-05-26,https://www.quora.com/How-is-CSE-at-Amrita-Vidyapeetham-Coimbatore-Ill-be-joining-Amrita-in-July-What-are-some-things-I-should-keep-in-mind,its heavenly hell (if u study well its heaven but at the same tym its hell bcz u cant enjoy…..or……if u wanna enjoy ur clg lyf it will be lyk heaven at amrita but u can see hell in ur grades )……..This is lyf at amrita ……… 1. Make good frds and its better if u choose tamilians bcz they will help with ur acadamics 2.Try to have some senior frds it will be helpful for u if u have one(;-) someone lyk me..hahaha) 3.Coming to food-its worst I’m wishing u luck for ur coming years If u study hard u can rock ur lyf in clg Main thing …..one nd only one—study hard …….. ,0.1436,Positive,3.2872,0.25,1,4.2872
14,14,Amrita-School-of-Engineering-Amritapuri-1,Can I join the newly opened CSE(AI) in Amrita?,6,2,6/2,No,Followed,2019-05-18,https://www.quora.com/Can-I-join-the-newly-opened-CSE-AI-in-Amrita,"Hey I am from the Amritapuri Campus. I have heard about the new course (CAI) which has just started this year and I felt good after seeing the course. I have seen the curriculum too which is somewhat different from the usual CSE course. Well, I am not sure how far it will be good but I have good confidence over the faculty here. You can even join the clubs here where you can learn more about the field from the seniors and alumni. In case, these things fascinate you and you have the interest to perceive them then I would you ask you to give this a try. Don’t go behind it just because AI is the new Continue ReadingHey I am from the Amritapuri Campus. I have heard about the new course (CAI) which has just started this year and I felt good after seeing the course. I have seen the curriculum too which is somewhat different from the usual CSE course. Well, I am not sure how far it will be good but I have good confidence over the faculty here. You can even join the clubs here where you can learn more about the field from the seniors and alumni. In case, these things fascinate you and you have the interest to perceive them then I would you ask you to give this a try. Don’t go behind it just because AI is the new buzz word. There are other Computer Science subjects which are much more interesting. Anyways, the course doesn’t matter if you are really interested. You can learn many things, all you need is interest and a good internet connection. In case, you are looking for CSE, I suggest you have a search about the Amritapuri Campus. Surya Seetharaman's answer to Is Amrita University, Amritapuri Campus a good place for BTech CSE? Ar Vind's answer to What is the order of campus preference for Amrita university? Akhil K Gangadharan's answer to I did not clear the JEE Mains. What should I do? How has being a part of FOSS@Amrita/bi0s helped you in your life? Hope this helps you. :) ",0.3192375,Positive,3.638475,0.3,1,4.638475
15,15,Amrita-School-of-Engineering-Amritapuri-1,"For the rank below 5700 in the AIEEE 2019, in which campus of Amrita will I get CSE branch? Which Amrita campus is the best for CSE?",2,1,2/1,No,Followed,2019-05-10,https://www.quora.com/For-the-rank-below-5700-in-the-AIEEE-2019-in-which-campus-of-Amrita-will-I-get-CSE-branch-Which-Amrita-campus-is-the-best-for-CSE,"In my opinion, predicting the options that will be available when you attend counselling with reasonable accuracy is not possible: see Is it possible to determine which programme I can enroll for depending on my rank in the Amrita engineering entrance exam? for more information. If you are interested in CSE, consider studying at Amrita University’s Amritapuri campus. This year, admission is possible based on your JEE rank. There are good opportunities for CSE if you are willing to work hard. I don’t know what your chances are though. The answers to following questions would be helpful; there are more answers out there by many others with their perspective. Is Amrita University, Amritapuri Campus a good place for BTech CSE?Why Amrita University, Amritapuri Campus is a good place to study CSE?Which Amrita branch is better for CSE, Amritapuri or Coimbatore?What happens in the FOSS club on the Amritapuri campus? ",0.3143875,Positive,3.628775,0.1,0,3.628775
16,16,Amrita-School-of-Engineering-Amritapuri-1,"Will I be able to get admission for CSE at Amrita (Amritapuri campus) with a rank of 8900 (with state quota, I'm from Kerala)? If not, do they have IT at Amrita?",1,1,1/1,No,Followed,2019-05-10,https://www.quora.com/Will-I-be-able-to-get-admission-for-CSE-at-Amrita-Amritapuri-campus-with-a-rank-of-8900-with-state-quota-Im-from-Kerala-If-not-do-they-have-IT-at-Amrita,"It’s not possible to get a precise estimate, as the ranks and number of students vary each year. Especially, this year, with the introduction of JEE rank entry, ranks may fluctuate more than usual. Even though, I shall share my rank : 5.6k with State quota and I got in comfortably in 2018 (with about 30–35 seats left in CSE for Amritapuri) Good luck! ",0.3192333333333333,Positive,3.6384666666666665,0.05,0,3.6384666666666665
17,17,Amrita-School-of-Engineering-Amritapuri-1,Can I get admission in any campus of Amrita CSE with a 61 percentile and a 1.6 lakh rank (OBC-NCL)?,0,1,0/1,No,Requested,2019-05-06,https://www.quora.com/Can-I-get-admission-in-any-campus-of-Amrita-CSE-with-a-61-percentile-and-a-1-6-lakh-rank-OBC-NCL,"Assuming that’s the rank in JEE mains, see What rank in the JEE do I need to get a seat in Amrita? ",0.0,Neutral,3.0,0.0,0,3.0
18,18,Amrita-School-of-Engineering-Amritapuri-1,"Do people from other states study at Amrita, Amritapuri? How comfortable are they?",2,3,2/3,No,Followed,2019-05-04,https://www.quora.com/Do-people-from-other-states-study-at-Amrita-Amritapuri-How-comfortable-are-they,"Yes, people from other states do study here at the Amritapuri campus. I myself am from Dehradun, which is really far away from Kerala. Besides me, there are people from Rajasthan, Gujrat, Delhi and a lot of other states. In my batch there is even a guy from Mauritius, which is an entire different country. Now the question of being comfortable. This part partly depends on the person. The main languages used here are Malayalam and Telegu. So if you don't know either, you might feel a bit out of place initially. But the speakers of these languages are also humans, no different from the humans in o Continue ReadingYes, people from other states do study here at the Amritapuri campus. I myself am from Dehradun, which is really far away from Kerala. Besides me, there are people from Rajasthan, Gujrat, Delhi and a lot of other states. In my batch there is even a guy from Mauritius, which is an entire different country. Now the question of being comfortable. This part partly depends on the person. The main languages used here are Malayalam and Telegu. So if you don't know either, you might feel a bit out of place initially. But the speakers of these languages are also humans, no different from the humans in other states. You go and talk to them, they will talk to you, everyone knows English afterall. If you just keep sitting in a corner thinking that you're out of place, no one can help. But if you talk to people, mingle with them, you will make friends and there won't be question of not being comfortable. I personally don't feel uncomfortable here even though I came from the northern most part of India to the southern most part. The best people whom are know here among both peers and seniors are mostly south Indians. I even picked on a few words of Malayalam after coming here ;) ",0.0876521739130435,Positive,3.175304347826087,0.1,0,3.175304347826087
19,19,Amrita-School-of-Engineering-Amritapuri-1,"Do people from other states study at Amrita, Amritapuri? How comfortable are they?",2,3,2/3,No,Followed,2019-05-04,https://www.quora.com/Do-people-from-other-states-study-at-Amrita-Amritapuri-How-comfortable-are-they,"Hi there, I am 2019 passout student. So I have been in the college for 4 years and I feel I can answer this question. Yes students from other states do study here. Students from Tamil Nadu, Andhra pradesh and Kerala dominate in this college. There are also few students from other states too. Coming to the question about how comfortable they are is a question depending on many factors like are you talking about friendship or is it about the climate or about the food . So coming to friendship, everyone is happy and comfortable with each other no matter which state you belong to. Although you may fi Continue ReadingHi there, I am 2019 passout student. So I have been in the college for 4 years and I feel I can answer this question. Yes students from other states do study here. Students from Tamil Nadu, Andhra pradesh and Kerala dominate in this college. There are also few students from other states too. Coming to the question about how comfortable they are is a question depending on many factors like are you talking about friendship or is it about the climate or about the food . So coming to friendship, everyone is happy and comfortable with each other no matter which state you belong to. Although you may find some language barrier between each other at the start, eventually that will also fade away. Coming to climate, I have heard many of them taking about how they hate the climate because it's too humid here. Coming to the food, no matter which state you are, you are going to miss your homely food. But you have to bear this and move on with your life (4 years) . If you have any more questions, feel free to ask in the comment ",0.19146842105263162,Positive,3.3829368421052632,0.1,0,3.3829368421052632
20,20,Amrita-School-of-Engineering-Amritapuri-1,Can I get into ECE in Amrita University Amritapuri with a rank of 19k?,1,1,1/1,No,Followed,2019-04-27,https://www.quora.com/Can-I-get-into-ECE-in-Amrita-University-Amritapuri-with-a-rank-of-19k,"Hi there, Thanks for your question. First of all the important thing is that whether you belong to Kerala state(since Amritapuri campus is in Kerala) or you belong to the any other state. Since your rank in AEEE is 19k, Case-1: If u belong to Kerala state then you have something called “State Quota” and you may have chances of getting a seat in Amrita University with ECE branch. Case-2:If you belong to any other than Kerala,then there are very less chances to get your desired ECE branch. The seats will be filled by the time you go to ur counselling. According to me,I guess you have a chance to get the groups with low demand which may be Mechanical or EEE. Anyways, All the best! ",0.25702857142857144,Positive,3.5140571428571428,0.05,0,3.5140571428571428
21,21,Amrita-School-of-Engineering-Amritapuri-1,What are the benefits of joining an amFOSS?,2,1,2/1,No,Followed,2019-02-08,https://www.quora.com/What-are-the-benefits-of-joining-an-amFOSS,"Generally speaking, there is a gap between what our education system teaches us and what the industry and real life work actually involves us to do. This is why, as you might have heard, most of the mass recruiting companies have a “training program” which lasts anywhere between 6 - 12 months for freshers. Companies usually teach them stuff like using Version control, can be using Linux and other minimal technical skills which you need in order to survive in the corporate world. Emphasis on ‘survive’. Of course, I’m not implying that FOSS@Amrita is a big training program. It’s anything but a training program. The people you will meet here and the network you make will probably be more worth than anything else you can possibly do. The mentor-ship environment is the heart of the club and it the one thing that I bet will stay with you for your life, apart from the technical stuff. The opportunities you get here are massive and it’s all up to you to make good use of them. (just to name some - GSoC, Outreachy, RGSoC, SoK, international/national tech conferences/hackathons/open source meetups, and many more)  Summing up, SkillsA B.Tech degree will not equip you with the technical skills nor the inter personal skills (which everyone needs and is much less emphasized on) like effective communication, team work or organizing events, convincing people, writing skills, and the list goes on and on. So you’re gonna sit in the classroom and get a 9 or 10 pointer and do nothing else? Good luck. CommunityApart from the skills that you can get from the club, I believe the community is a more important and more under looked aspect of all of it. Your atmosphere, your friends - the people with whom you decide to share your time with - will define who you become in life. In amFOSS, you are sitting among Friends - People like you . Like minded people who share your will to learn and do something.Seniors and Alumni - From my personal experience, they can be the best people you can possibly have. People who have the mentality to help and guide, not only in technically but also in trivial ordinary stuff, much like how elder brothers/sisters are. All you need to be is dedicated and be open.Skills can be learned but the ecosystem that the community provides is what stands out and is what really matters in the end. No reason not to be part of this awesome community :) ",0.4062368421052631,Positive,3.8124736842105262,0.1,0,3.8124736842105262
22,22,Amrita-School-of-Engineering-Amritapuri-1,What programming language is used in the Amrita School of Engineering in Amritapuri campus?,1,4,1/4,No,Followed,2018-06-15,https://www.quora.com/What-programming-language-is-used-in-the-Amrita-School-of-Engineering-in-Amritapuri-campus,"I am a mech student so I dont know much . Till my knowledge , they teach C , C++ , java , android and other basics . But they have various clubs where you can increase your programming skills ( Foss , cisco , etc.) . Hope this helps you ",0.22404000000000002,Positive,3.44808,0.05,0,3.44808
23,23,Amrita-School-of-Engineering-Amritapuri-1,What programming language is used in the Amrita School of Engineering in Amritapuri campus?,1,4,1/4,No,Followed,2018-06-15,https://www.quora.com/What-programming-language-is-used-in-the-Amrita-School-of-Engineering-in-Amritapuri-campus,"well, basically when you enroll in amrita any first year student will be learning C language,if you are a cse guy then you are going to deal with more like java(in btech program),there are several other clubs(Bi0s,foss….),if your are in these clubs, it means you have a good knowledge about C and in some cases python and c++……. ",0.5194000000000001,Positive,4.0388,0.05,0,4.0388
24,24,Amrita-School-of-Engineering-Amritapuri-1,How is ECE at Amrita Amritapuri? Is it worth joining?,8,5,8/5,No,Followed,2019-10-29,https://www.quora.com/How-is-ECE-at-Amrita-Amritapuri-Is-it-worth-joining,"Almost all the reasons are covered by both @Prachi Swty and @Apuroop Koppaka (అపురూప్ కొప్పాక) but being an alumni of this esteemed instution, even I have something to say. Some points are worth mentioning even if covered: Faculty is absolutely friendly. Frankly speaking, you can walk into their cabins anytime and you can talk to them without having any inhibition or hesitation. You can also find lion's share of the teachers holding PhD in their respective interests and domains with significant experience.Labs are well equipped and are updated with the latest version of the softwares. Lab facultContinue ReadingAlmost all the reasons are covered by both @Prachi Swty and @Apuroop Koppaka (అపురూప్ కొప్పాక) but being an alumni of this esteemed instution, even I have something to say. Some points are worth mentioning even if covered: Faculty is absolutely friendly. Frankly speaking, you can walk into their cabins anytime and you can talk to them without having any inhibition or hesitation. You can also find lion's share of the teachers holding PhD in their respective interests and domains with significant experience.Labs are well equipped and are updated with the latest version of the softwares. Lab faculty are also friendly and they help to enhance your practical skills.One can have umpteen number of opportunities when it comes to internships and higher studies. The instution holds MoUs with so many universities across the globe which in turn gives you a gateway to many higher studies programs and projects.A special mention is needed for a lab called HuT(Humanitarian Labs). This lab is primarily dedicated to invent or find electronic solutions for humanitarian causes. Robot for cutting coconuts and gesture based wheel chair can be mentioned as their gems in their crown.IEEE is one another active club which is also primarily run by ECE students which also conducts international level workshops and conferences.All in all, I can say ECE department in Amritapuri campus serves you with a scrumptious meal. It is completely up to you, what you take and how you utilise it for your benefit. Finally, YES, it's worth joining here Add on fact: One another excellent incentive that you get for joining in Amritapuri campus is that the locality of this campus is absolutely pollution free. You get to stay very near to beach and you'll be having a visual treat with some breath taking views of nature. You can verify this particular fact with the help of @Akash Dusi’s photography. ",0.5624750000000001,Positive,4.12495,0.4,1,5.0
25,25,Amrita-School-of-Engineering-Amritapuri-1,How is ECE at Amrita Amritapuri? Is it worth joining?,8,5,8/5,No,Followed,2019-10-29,https://www.quora.com/How-is-ECE-at-Amrita-Amritapuri-Is-it-worth-joining,"I do not have first had knowledge of ECE department. This answer is based on what inputs from ECE students I have interacted with and my observations. The ECE department here has good and helpful faculty, run a pretty rigourous programme and want the students to do very well. Most students in ECE programme are motivated and perform well in academics. Few of them also pursue their interests in ECE outside of academics with help of some of the department faculty. There are also few research labs here in Amritapuri which is relevant for ECE students. The Wireless Networks and Applications(WNA) doe Continue ReadingI do not have first had knowledge of ECE department. This answer is based on what inputs from ECE students I have interacted with and my observations. The ECE department here has good and helpful faculty, run a pretty rigourous programme and want the students to do very well. Most students in ECE programme are motivated and perform well in academics. Few of them also pursue their interests in ECE outside of academics with help of some of the department faculty. There are also few research labs here in Amritapuri which is relevant for ECE students. The Wireless Networks and Applications(WNA) does predominantly research revolving around wireless networks and low level hardware. The AMMACHI labs does a lot of robotics related work along with other projects. Both these labs also run their own Masters programmes - the former in WNA and latter in Robotics. ECE students are also probably involved in team Agraganya racing - the student team that build racing vehicles(think F1 but more scaled down versions) and participates in student competitions too. Many vehicles today involve electronics and low level programming. I can’t tell you if it is worth or not but I hope I have provided enough information to help you decide. Remember, you might not like studying here if you are not interested in these. Since I don’t know your personal aspirations and ambitions, it’s hard to provide a very helpful answer. ",0.186595,Positive,3.37319,0.4,1,4.37319
26,26,Amrita-School-of-Engineering-Amritapuri-1,What is Amrita value program and culture education in 1st year? What do they teach?,4,4,4/4,No,Followed,2018-05-23,https://www.quora.com/What-is-Amrita-value-program-and-culture-education-in-1st-year-What-do-they-teach,"A 1st year student in amrita will have cultural education as a 2 credit and 1 credit course in their first and second semester respectively. This will be followed by AVP ( Amrita value program) , a 1 credit course to be taken in both third and fourth semester. Cultural education will cover hinduism, Amma's life teachings, a few moral stories, mahabharat, Bhagavad gita, meanings of a few sanskrit prayers. AVP on the other hand focuses on how we implement the moral values we have managed to imbibe in the previous two semesters. Grades will mainly depend on your “school visit” wherein you'll be giv Continue ReadingA 1st year student in amrita will have cultural education as a 2 credit and 1 credit course in their first and second semester respectively. This will be followed by AVP ( Amrita value program) , a 1 credit course to be taken in both third and fourth semester. Cultural education will cover hinduism, Amma's life teachings, a few moral stories, mahabharat, Bhagavad gita, meanings of a few sanskrit prayers. AVP on the other hand focuses on how we implement the moral values we have managed to imbibe in the previous two semesters. Grades will mainly depend on your “school visit” wherein you'll be given a chance to iteract with students of a government school in a nearby district for an hour with beforehand preparation. You can choose to make your session about awareness on any topic from a list of subjects to choose from. I had the chance to deal with 11nth grade students of amrita vidyalayam, Harripad campus and talk to them about the misuse of technology. They were very enthusiastic and cooperative, my team had a wonderful time with those kids. You can read more about my team's school visit experience here[1] . Half your semester, your team will prepare for the school visit, and post the school visit, your evaluation will be based on the reviews given by the students , and teachers present at your session. You will also be required to make detailed reports, posters, video presentations explaining your school visit. I'm currently in my fourth semester, I will soon update on what AVP deals with in this semester. I hope this helps, thankyou. Footnotes[1] School Visit @HarippadAmritaVidyalayam         – An Overview",0.3436222222222222,Positive,3.6872444444444445,0.2,1,4.6872444444444445
