,Unnamed: 0,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers,compound,Sentiment,old_score,followers_n,engagement,sentiment_score
10,10,Anna-University-Tamil-Nadu-India,How good is Anna University for non-state students (got only 88.6% in the CBSE boards)?,3,1,3/1,No,Followed,2020-07-26,https://www.quora.com/How-good-is-Anna-University-for-non-state-students-got-only-88-6-in-the-CBSE-boards,"Hello! Inside Anna University, there is no influence of your origin. It does not matter whether we come from a CBSE background or a State Board background, as long as we work hard and are dedicated towards our goal. The background is irrespective, as long as one is involved in the ongoings of the college, and work in the proper direction. There will be no differential treatment, nor will there be a disadvantage for any student. Thank You ",-0.030100000000000005,Neutral,2.9398,0.0967741935483871,1,1.9398
11,11,Anna-University-Tamil-Nadu-India,"How is Anna University ranked above VIT, BITS, SRM, MIT, etc. in engineering (NIRF ranking)? Is this the best private college for engineering?",2,1,2/1,No,Followed,2020-07-24,https://www.quora.com/How-is-Anna-University-ranked-above-VIT-BITS-SRM-MIT-etc-in-engineering-NIRF-ranking-Is-this-the-best-private-college-for-engineering,"Anna University stress a lot on Research.. not only that, top 4 govt Engineering college come under Anna University i.e., CEG, MIT, ACT & SSN.. So intellectual capital you can assume is best in Tamil Nadu outside IITM & NITT.. So getting this rank is very logical & justified ",0.25266666666666665,Positive,3.505333333333333,0.06451612903225806,1,4.505333333333333
12,12,Anna-University-Tamil-Nadu-India,How worthwhile is the MIT Chrompet Anna University campus as compared to the Guindy campus?,1,1,1/1,No,Followed,2020-07-24,https://www.quora.com/How-worthwhile-is-the-MIT-Chrompet-Anna-University-campus-as-compared-to-the-Guindy-campus,"It is equally good as the CEG campus in terms of academics, placements, etc. However there may be a difference in the scale of events conducted such as Tech fests, cultural fests, etc.. As far as placements are concerned ( which in my opinion are the most important and paramount to college education ) MIT students and CEG students have a common placement and MIT students come to CEG for interviews, online tests, etc. So, answering your question, MIT is as good as CEG. ",0.3841333333333334,Positive,3.768266666666667,0.03225806451612903,1,4.768266666666667
13,13,Anna-University-Tamil-Nadu-India,"Can I get an admission in Anna University from Andhra Pradesh state and my IPE marks are maths 295, physics 148, and chemistry 141?",1,1,1/1,No,Followed,2020-07-22,https://www.quora.com/Can-I-get-an-admission-in-Anna-University-from-Andhra-Pradesh-state-and-my-IPE-marks-are-maths-295-physics-148-and-chemistry-141,Bachelor's degree with 50% marks (45% for SC/ST) is the Required eligibility criteria. Admission is offered to TANCET qualified candidates only followed by University -based counseling (TANCA). so according to your score you are eligible for admission see privious data .  All the best ,0.159225,Positive,3.31845,0.03225806451612903,1,4.31845
14,14,Anna-University-Tamil-Nadu-India,"Which is best to study civil engineering, Anna University, Jadavpur University, or IIEST Shibpur?",3,2,3/2,No,Followed,2020-07-23,https://www.quora.com/Which-is-best-to-study-civil-engineering-Anna-University-Jadavpur-University-or-IIEST-Shibpur,"Jadavpur University or IIEST, Shibpur is probably a better choice than Anna University institute-wise. JU Engg (UG) has an overall avg placement of 8.30 LPA(refer https://nirfcdn.azureedge.net/2020/pdf/Engineering/IR-E-U-0575.pdf) and 132 f students were selected for higher studies. In Civil Engg especially, some students were selected for an integrated MS & Ph.D. at the University of California, Berkeley, and IISc for higher studies. Placements were also pretty good - Bridge & Roof(Miniratna PSU), Tata Consulting Engineers, Aditya Birla, Shapoorji Pallonji, L&T, Capgemini, ZS, Wipro, Infosys, Continue ReadingJadavpur University or IIEST, Shibpur is probably a better choice than Anna University institute-wise. JU Engg (UG) has an overall avg placement of 8.30 LPA(refer https://nirfcdn.azureedge.net/2020/pdf/Engineering/IR-E-U-0575.pdf) and 132 f students were selected for higher studies. In Civil Engg especially, some students were selected for an integrated MS & Ph.D. at the University of California, Berkeley, and IISc for higher studies. Placements were also pretty good - Bridge & Roof(Miniratna PSU), Tata Consulting Engineers, Aditya Birla, Shapoorji Pallonji, L&T, Capgemini, ZS, Wipro, Infosys, Bridge i2i and many other companies came for On-Campus Placements(refer JU Civil Engineering Placements).IIEST, Shibpur (UG) has an avg placement of 6.5 LPA (refer to https://nirfcdn.azureedge.net/2020/pdf/Engineering/IR-E-U-0584.pdf), many students getting selected for higher studies and pretty good other stats. I don't know much details about IIEST, Shibpur Civil Engineering placements/papers published/higher studies, but I know from some friends of mine that the scenario there is good too.Peace! ",0.37955,Positive,3.7591,0.0967741935483871,1,4.7591
15,15,Anna-University-Tamil-Nadu-India,"Which is best to study civil engineering, Anna University, Jadavpur University, or IIEST Shibpur?",3,2,3/2,No,Followed,2020-07-23,https://www.quora.com/Which-is-best-to-study-civil-engineering-Anna-University-Jadavpur-University-or-IIEST-Shibpur,Institute wise the hierarchy is : Jadavpur University >= IIEST Shibpur > Anna University But Civil Engineering in IIEST Shibpur will be a better option according to me because this dept. in Shibpur was started in 1856 hence making it the oldest civil eng. dept. in India..  ,0.1774,Positive,3.3548,0.0967741935483871,1,4.3548
16,16,Anna-University-Tamil-Nadu-India,What is the cutoff for chemical engineering in Anna University campus and SSN Chennai for a BC student?,0,1,0/1,No,Requested,2020-07-22,https://www.quora.com/What-is-the-cutoff-for-chemical-engineering-in-Anna-University-campus-and-SSN-Chennai-for-a-BC-student,Back when I used to study in 2012–2016 the cut off for SSN was 193–196 for general category. I am not aware about it now. ,-0.1366,Negative,2.7268,0.0,0,2.7268
17,17,Anna-University-Tamil-Nadu-India,What is the expected cutoff for Anna University counselling in 2020?,2,1,2/1,No,Followed,2020-07-23,https://www.quora.com/What-is-the-expected-cutoff-for-Anna-University-counselling-in-2020,Anna university offers you various courses on engineering and the cutoff in each course varies. The expected cutoff of 2020 is attached below.  ,0.0,Neutral,3.0,0.06451612903225806,1,
18,18,Anna-University-Tamil-Nadu-India,Are the hostel students allowed to have bikes in the Anna University CEG campus?,3,1,3/1,No,Followed,2020-07-24,https://www.quora.com/Are-the-hostel-students-allowed-to-have-bikes-in-the-Anna-University-CEG-campus,"Yes, if you are over 18 and have a proper driving license for Mcwg/Mcg you are allowed to have bikes on the CEG campus. However, you have to park it either at the Kotturpuram gate parking or the main gate parking. You cannot keep it near the hostel. Try NOT to ride bikes inside the campus. //IMO, Don’t have vehicles inside the campus without driving license. You will be in trouble// ",0.0,Neutral,3.0,0.0967741935483871,1,
19,19,Anna-University-Tamil-Nadu-India,"What will be my TNEA AIR and category rank for 195.99 cutoff? I belong to the OBC category and I am from Tamil Nadu. Will I be able to join BTech biomedical engineering at CEG campus, Guindy with this mark?",1,2,1/2,No,Followed,2020-07-20,https://www.quora.com/What-will-be-my-TNEA-AIR-and-category-rank-for-195-99-cutoff-I-belong-to-the-OBC-category-and-I-am-from-Tamil-Nadu-Will-I-be-able-to-join-BTech-biomedical-engineering-at-CEG-campus-Guindy-with-this-mark,"Your overall TNEA rank could be around 400 to 500, as per last year data biomedical engineering cut off for MBC was around 188 in CEG campus . As per current trends i think cut off for this course alone would increase to 192 to 194. You have good chance to get into this course. ALL THE BEST ",0.1902,Positive,3.3804,0.03225806451612903,1,4.3804
20,20,Anna-University-Tamil-Nadu-India,Can I get admission in Tamil medium in Anna University B.E courses if I have done my schooling in English medium?,1,2,1/2,No,Followed,2020-07-20,https://www.quora.com/Can-I-get-admission-in-Tamil-medium-in-Anna-University-B-E-courses-if-I-have-done-my-schooling-in-English-medium,"Yes ,you will get admission. But you can't get 20% reservation in Tamilnadu government exams which is a recent reform made by the government. Only students who had their schooling in tamil medium are eligible for that. However you can get admission in Tamil medium course in CEG. I did my schooling in CBSE and now I'm doing civil(Tamil medium) in Ceg.While I'm joining my intention was 20% quota in govt exams. ",0.08038,Positive,3.16076,0.03225806451612903,1,4.16076
21,21,Anna-University-Tamil-Nadu-India,Can I get admission in Tamil medium in Anna University B.E courses if I have done my schooling in English medium?,1,2,1/2,No,Followed,2020-07-20,https://www.quora.com/Can-I-get-admission-in-Tamil-medium-in-Anna-University-B-E-courses-if-I-have-done-my-schooling-in-English-medium,"Yes. It is possible. There is no connection with your previous language medium. Even Tamil medium students can get English medium higher education. So, no problem. All the best. ",0.17528333333333335,Positive,3.3505666666666665,0.03225806451612903,1,4.3505666666666665
22,22,Anna-University-Tamil-Nadu-India,"Is Anna University, Trichy affliated to Anna University, Chennai?",0,1,0/1,No,Requested,2020-07-20,https://www.quora.com/Is-Anna-University-Trichy-affliated-to-Anna-University-Chennai,"Yes, you are right. Anna university, trichy is the one of college which is under controlled by anna university, chennai. And the examinations will be conducted by anna university, chennai, similar like other engineering colleges in tamil nadu. ",0.2543666666666667,Positive,3.5087333333333333,0.0,0,3.5087333333333333
23,23,Anna-University-Tamil-Nadu-India,Is there a separate application form for other state students who want to get into Anna University or the same as for Tamil students for admission in 2020?,0,1,0/1,No,Requested,2020-07-19,https://www.quora.com/Is-there-a-separate-application-form-for-other-state-students-who-want-to-get-into-Anna-University-or-the-same-as-for-Tamil-students-for-admission-in-2020,"Greetings from GT! Please refer to the links of our previous answers attached below for more information related to this topic! Guindy Times's answer to How can non Tamil Nadu state students apply for Anna University and affiliated universities? What's the eligibility criteria? Guindy Times's answer to How can a student from other state domicile get admission to the College of Engineering, Guindy, Anna University? Guindy Times's answer to Can I apply for TNEA if I am from Maharashtra? Guindy Times's answer to How can candidates of other states (like Karnataka) who have passed 12th standard (2nd PUC) science stream (Domicile of Karnataka) apply for engineering colleges in Tamil Nadu (For eg. Anna University, Madras Institute of Technology etc)? Cheers! ",0.19357777777777777,Positive,3.3871555555555557,0.0,0,3.3871555555555557
24,24,Anna-University-Tamil-Nadu-India,"With 126.5 in PCM and I belong to the general category, will I get into college from TNEA?",1,1,1/1,No,Followed,2020-07-18,https://www.quora.com/With-126-5-in-PCM-and-I-belong-to-the-general-category-will-I-get-into-college-from-TNEA,"Ok First of all Congratulations for you entering into the next phase of your life. Now coming to your question, You would be getting into college from TNEA but it most probably would be a third tier college as to be frank your marks and your category are not much in your favour. But Never lose Hope in life There's always a better opportunity waiting for you. It really doesn't matter which college you belong to it purely depends on your hard work on learning everything possible technically and Try to become a T Professional who are indeed the best option for any company who are in the process of recruiting people. Owing to this Corona the advantage of belonging to a better college based on ranking or something are really going blur as companies are opting for online interviews and recruitment process and there is no much prejudice. So all I wanted to say is there is life beyond 12th and marks and results. So always have hope and lead your life joyfully and be greatful for even the smallest happiness that you get and always try to learn something new each and every day so that you be better than you were yesterday. I wish you all the best in finding your passion and success in life. Hope this answer helped!!! ",0.5711000000000002,Positive,4.142200000000001,0.03225806451612903,1,5.0
25,25,Anna-University-Tamil-Nadu-India,Will I get a BE in computer science at Anna University by scoring 194.5/200 in the ISC board 2020?,1,4,1/4,No,Followed,2020-07-17,https://www.quora.com/Will-I-get-a-BE-in-computer-science-at-Anna-University-by-scoring-194-5-200-in-the-ISC-board-2020,"Hi Gayathri, what ?? are you serious. you will definitely get it. just go ahead. All the best. I love to answer questions in Quora. Do request my answer if you have any doubts. Catch me on Insta at Login • Instagram Checkout this website to know more about my work. https://mydreamcareers.com/ ",0.14472222222222222,Positive,3.2894444444444444,0.03225806451612903,1,4.289444444444444
26,26,Anna-University-Tamil-Nadu-India,Will I get a BE in computer science at Anna University by scoring 194.5/200 in the ISC board 2020?,1,4,1/4,No,Followed,2020-07-17,https://www.quora.com/Will-I-get-a-BE-in-computer-science-at-Anna-University-by-scoring-194-5-200-in-the-ISC-board-2020,"Congratulations!! 194.5 is an excellent cutoff and you have wide range of opportunities. Although I must say there is a thin chance getting into Anna University, there are many top colleges in which your cut off will be sufficient enough to get admitted into. All the best! ",0.58865,Positive,4.1773,0.03225806451612903,1,5.0
27,27,Anna-University-Tamil-Nadu-India,Can I get admission in Anna University CEG campus for CSE course with 191 cut off this year 2020?,1,2,1/2,No,Followed,2020-07-17,https://www.quora.com/Can-I-get-admission-in-Anna-University-CEG-campus-for-CSE-course-with-191-cut-off-this-year-2020,"To address your question, it is vital to mention that the cutoff scores are dynamic, and subjected to change every year, according to that particular year’s board results. Additionally, there are varying cutoffs based on your category, i.e., the caste you belong to, under the university’s reservation policy. This is to say that the competition will be fiercer under the general category in comparison with the SC/ST class. One should also keep in mind that CSE in CEG, Anna University is the course most vied for. Owing to the heavy competition, the cutoff scores are very high, and usually fall int Continue ReadingTo address your question, it is vital to mention that the cutoff scores are dynamic, and subjected to change every year, according to that particular year’s board results. Additionally, there are varying cutoffs based on your category, i.e., the caste you belong to, under the university’s reservation policy. This is to say that the competition will be fiercer under the general category in comparison with the SC/ST class. One should also keep in mind that CSE in CEG, Anna University is the course most vied for. Owing to the heavy competition, the cutoff scores are very high, and usually fall into the 195-200 aggregate. This is no reason to get disheartened though! There are plenty of other valuable courses available in CEG campus that you could check out as well. All the best! ",0.149025,Positive,3.29805,0.03225806451612903,1,4.29805
28,28,Anna-University-Tamil-Nadu-India,Can I get admission in Anna University CEG campus for CSE course with 191 cut off this year 2020?,1,2,1/2,No,Followed,2020-07-17,https://www.quora.com/Can-I-get-admission-in-Anna-University-CEG-campus-for-CSE-course-with-191-cut-off-this-year-2020,"No, its hard. As per last year statistics ,u need above 196.5 to get Ceg Cs or Ece. But with this cutoff, u can get CEG IT dept which is as good as CS dept ",0.16333333333333333,Positive,3.3266666666666667,0.03225806451612903,1,4.326666666666666
29,29,Anna-University-Tamil-Nadu-India,"Will I get admission in Anna University with Architecture, with 69% in 12th boards and 90.62 percentile in the JEE Mains paper II?",1,1,1/1,No,Followed,2020-07-17,https://www.quora.com/Will-I-get-admission-in-Anna-University-with-Architecture-with-69-in-12th-boards-and-90-62-percentile-in-the-JEE-Mains-paper-II,"To get admission in anna university for architecture u have to go through nata test they don't accept jee main paper 2 results for admission . Nata is comparatively more easier than jee main , give it a shot u will get through and only 80 seats are available make sure u do well All the best ",0.3004,Positive,3.6008,0.03225806451612903,1,4.6008
30,30,Anna-University-Tamil-Nadu-India,Can I get into Anna University for engineering with 93 percent in the CBSE board?,2,1,2/1,No,Followed,2020-07-17,https://www.quora.com/Can-I-get-into-Anna-University-for-engineering-with-93-percent-in-the-CBSE-board,"For getting admission in Anna University you have tobget a minimum of 50% marks in the 10+2. Also the admissions are based in various entrance exams such as TANCET, TNEA, TANATA. The 50% marks is the minimum eligibility, if you are getting more than 85 or above 90% it would be really good for the admission. ",0.16423333333333334,Positive,3.3284666666666665,0.06451612903225806,1,4.3284666666666665
31,31,Anna-University-Tamil-Nadu-India,"Being a resident of Visakhapatnam, which one should I prefer for a BTech (in CSE) CEG Chennai or GVP Vizag?",0,2,0/2,No,Requested,2020-07-16,https://www.quora.com/Being-a-resident-of-Visakhapatnam-which-one-should-I-prefer-for-a-BTech-in-CSE-CEG-Chennai-or-GVP-Vizag,"GVP, Vizag. Anyday! I am a graduate of GVP Vizag and I can vouch for the kind of academics they provide. Although, I’d suggest you to apply for the Madhurwada Campus. Stay home, Stay safe. ",0.08808,Positive,3.17616,0.0,0,3.17616
32,32,Anna-University-Tamil-Nadu-India,"Being a resident of Visakhapatnam, which one should I prefer for a BTech (in CSE) CEG Chennai or GVP Vizag?",0,2,0/2,No,Requested,2020-07-16,https://www.quora.com/Being-a-resident-of-Visakhapatnam-which-one-should-I-prefer-for-a-BTech-in-CSE-CEG-Chennai-or-GVP-Vizag,GvP vizag best college to get hired by NBC companies... 80% of the students will be hired in campus itself ,0.6369,Positive,4.2738,0.0,0,4.2738
33,33,Anna-University-Tamil-Nadu-India,What is the cutoff expected for entering Anna University in 2020? Is it low this year since the syllabus is changed and more difficult than the CBSE?,1,1,1/1,No,Followed,2020-07-16,https://www.quora.com/What-is-the-cutoff-expected-for-entering-Anna-University-in-2020-Is-it-low-this-year-since-the-syllabus-is-changed-and-more-difficult-than-the-CBSE,"Greetings from GT! We hope you meant University Departments(CEG, ACT and MIT) that falls under Anna University.For getting through the above mentioned universities,higher normalised(cut-off) mark is required.Anyway,it depends upon which academic discipline you prefer. A detailed analysis of last three consecutive years shows that there's a fall in cut-off marks in each year when compared to the previous. So,it's expected to reduce this year. Best of luck! ",0.34658,Positive,3.6931599999999998,0.03225806451612903,1,4.69316
34,34,Anna-University-Tamil-Nadu-India,"How can candidates of other states (like Karnataka) who have passed 12th standard (2nd PUC) science stream (Domicile of Karnataka) apply for engineering colleges in Tamil Nadu (For eg. Anna University, Madras Institute of Technology etc)?",1,3,1/3,No,Followed,2020-07-16,https://www.quora.com/How-can-candidates-of-other-states-like-Karnataka-who-have-passed-12th-standard-2nd-PUC-science-stream-Domicile-of-Karnataka-apply-for-engineering-colleges-in-Tamil-Nadu-For-eg-Anna-University-Madras-Institute-of,"Greetings! Since you’re from Karnataka (Applies to students from other states too), you will be considered as an out-of-state applicant. There will be a separate application process and counselling session. You will have to keep a tab on the Anna University website (www.annauniv.edu), where all relevant details regarding the out-of-state admission process will be updated. As far as the cut-of is concerned, the marks are calculated the same way they are for students belonging to Tamil Nadu in the following manner: Physics (Your score out of 50) + Chemistry (Your score out of 50) + Mathematics (You Continue ReadingGreetings! Since you’re from Karnataka (Applies to students from other states too), you will be considered as an out-of-state applicant. There will be a separate application process and counselling session. You will have to keep a tab on the Anna University website (www.annauniv.edu), where all relevant details regarding the out-of-state admission process will be updated. As far as the cut-of is concerned, the marks are calculated the same way they are for students belonging to Tamil Nadu in the following manner: Physics (Your score out of 50) + Chemistry (Your score out of 50) + Mathematics (Your score out of 100) = Cut-off / 200 Ex: A student who scores 95/100 in Physics, 90/100 in Chemistry and 80/100 in Mathematics will have a Cut-off of (47.5 + 45 + 80) = 172.5/200 Please do note, that for board where 11th and 12th grade follow a public exam scheme (emphasis on Telangana and Andhra Pradesh), your 11th and 12th grade marks will be considered. For ease, here’s how the conversion of marks happens off for Telangana and Andhra Pradesh*: Ex: You score the following in 11th and 12th: Mathematics 1A/1B/2A/2B: (75/75, 60/75, 70/75, 70/75) = (275/300) = 91.67/100 Physics I/II/Practical**: (60/60, 55/60, 30/30) = (145/150) = 48.38/50 Chemistry I/II/Practical**: (60/60, 50/60, 28/30) = 46/50 M + P + C = (91.6 + 48.38 + 46) = 185.98/200 * Please do note that there could be other states which follow such a system, we have taken these two states as examples only ** At times, practical marks can be excluded, please contact the admissions committee to know more on the same We hope this helped, to know more do ping us. Will be more than happy to help. Cheers! ",0.23785833333333337,Positive,3.4757166666666666,0.03225806451612903,1,4.475716666666667
35,35,Anna-University-Tamil-Nadu-India,"How can candidates of other states (like Karnataka) who have passed 12th standard (2nd PUC) science stream (Domicile of Karnataka) apply for engineering colleges in Tamil Nadu (For eg. Anna University, Madras Institute of Technology etc)?",1,3,1/3,No,Followed,2020-07-16,https://www.quora.com/How-can-candidates-of-other-states-like-Karnataka-who-have-passed-12th-standard-2nd-PUC-science-stream-Domicile-of-Karnataka-apply-for-engineering-colleges-in-Tamil-Nadu-For-eg-Anna-University-Madras-Institute-of,"For other state students there are limited seats allocated by Anna University. They will allocate based on your 12th Marks (100 marks divided into : Maths - 50%, Physics - 25% and Chemistry - 25%). For instance if u have 80/100 in Maths then cutoff will be 40. Similarly the marks will be calculated for Physics and chemistry. The overall score and reservation decides your admission at MIT and Anna University. Check the below Quora Answer for clear understanding. How can non Tamil Nadu state students apply for Anna University and affiliated universities? What's the eligibility criteria? ",0.019437499999999996,Neutral,3.038875,0.03225806451612903,1,4.038875
36,36,Anna-University-Tamil-Nadu-India,What are the colleges in Anna University that I can get into with a 189.5 cutoff (CBSE)?,1,1,1/1,No,Followed,2020-07-15,https://www.quora.com/What-are-the-colleges-in-Anna-University-that-I-can-get-into-with-a-189-5-cutoff-CBSE,"university departments of anna university, chennai - ceg campus. Chennai > ...r m d engineering college. Thiruvallur > ...r m k engineering college. ...velammal engineering college. ...r m k college of engineering and technology. ...panimalar engineering college. ...rajalakshmi engineering college. ...panimalar institute of technology.",0.0,Neutral,3.0,0.03225806451612903,1,
37,37,Anna-University-Tamil-Nadu-India,Can I get a seat in Anna University with a cutoff of 189.5 in class 12 (CBSE)?,1,2,1/2,No,Followed,2020-07-15,https://www.quora.com/Can-I-get-a-seat-in-Anna-University-with-a-cutoff-of-189-5-in-class-12-CBSE,189.5 itself is a good cut off to get into Anna University. The range of cut off for all departments will be changing every year based on TNEA rank list. The college also provides additional self-supporting seats apart from regular merit seats. So one can also have a chance to get into Anna Universitey through this self-supporting seats. ,0.15015,Positive,3.3003,0.03225806451612903,1,4.3003
38,38,Anna-University-Tamil-Nadu-India,"I got a cutoff of 179 in the BC category. Can I get into Anna University? If not, which college can I get?",1,1,1/1,No,Followed,2020-07-14,https://www.quora.com/I-got-a-cutoff-of-179-in-the-BC-category-Can-I-get-into-Anna-University-If-not-which-college-can-I-get,"Congratulations on your board results. I'd say that acquiring the percentile is no easy task from a CBSE board, still when talking about college admissions, the nature of board doesn't play any important role. The chances of getting into CEG is quite impossible with this score, I'd say, but still you could get an admission into some good colleges which provide a good platform of academic excellence and placement offers. Some of the colleges are RMK, RMD, panimalar Institute of Technology, Rajalakshmi Institutions, St. Joseph engineering college. You have a good chance of getting into these colleges. ",0.30457999999999996,Positive,3.60916,0.03225806451612903,1,4.60916
