,Unnamed: 0,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers,compound,Sentiment,old_score,followers_n,engagement,sentiment_score
12,12,PES-University-1,Will the PESSAT 2020 be postponed due to covid?,4,1,4/1,Yes,Followed,2020-07-31,https://www.quora.com/Will-the-PESSAT-2020-be-postponed-due-to-covid,"UPCOMING EVENTS 1 Aug '20 - 20 Aug '20 PESSAT ONGOING 20 Aug '20 Last date for candidates to register who are willing to take PESSAT at Bangalore centre only 22 Aug '20 Last date to update Class 12/ 2nd PU marks (Only for candidates whose 12th/ 2nd PU results are announced) 25 Aug '20 PESSAT Results Sep '20 Second Round of BTech Counselling TENTATIVE 9 Sep '20 - 11 Sep '20 PESSAT first round counselling 21 Sep '20 Last date for submission of original documents (only for admitted students) PAST EVENTS 31 Jul '20 Last date to register for candidates from outside Bengaluru 26 Jul '20 Commencement of slot bookings for all candidates 4 Oct '19 Start of PESSAT 2020 online registrations PESSAT 2020 Application Form Date The application form is available online from October 04. The last date to submit PESSAT 2020 application form is revised. The last date to register for candidates from outside Bengaluru is July 31 and the last date for candidates to register who are willing to take PESSAT at Bangalore centre only is August 20. PESSAT 2020 Slot Booking Date The slot booking window will open from July 26. All the eligible candidates can book their slot for appearing in the exam. PESSAT 2020 Exam Date The exam dates have been revised due to COVID-19 and PESSAT 2020 new exam dates are announced. The exam will take place from August 01 to August 20. PESSAT 2020 Result After the conduct of the exam, PESSAT result will be declared on August 25. Aspirants will be able to check their result online using their application number and password. PESSAT 2020 Counselling PESSAT counselling will be conducted in two phases. The first round counselling will start from September 09 to September 11. After that the second round counselling will be conducted in the last week of August 2020. PESSAT 2020 Dates FAQs Ques. When PESSAT 2020 application form was released? Ans. The application form was released on October 04, 2019. Ques. What is the last date to register for candidates from outside Bengaluru? Ans. The last date to register for candidates from outside Bengaluru is July 31. Ques. What is the last date to register for candidates at Bengaluru? Ans. The last date to register for candidates from outside Bengaluru is August 20. Ques. When the PESSAT 2020 slot booking window will open? Ans. PESSAT slot booking window will open from July 26. Ques. When PESSAT exam will take place? Ans. PESSAT revised exam dates have been extended. The exam will be conducted from August 01 to August 20. Ques. What is the date of declaration of the result? Ans. PESSAT 2020 result will be declared on August 25 in online mode. Ques. When PESSAT 2020 counselling will start? Ans. The counselling will start from September 09 to September 11. Aspirants who will qualify the exam will be called for appearing in the counselling. ",-0.008938095238095238,Neutral,2.9821238095238094,0.16,1,1.9821238095238094
13,13,PES-University-1,How about an M.Tech in thermal and automotive engineering at PES University?,0,1,0/1,No,Requested,2020-07-29,https://www.quora.com/How-about-an-M-Tech-in-thermal-and-automotive-engineering-at-PES-University,Look at what are the job opportunities? Better do PG abroad. ,0.4111,Positive,3.8222,0.0,0,3.8222
14,14,PES-University-1,Will PES University reduce tuition fees for the next semester since 3-4 months have gone by without attending college?,1,2,1/2,No,Requested,2020-07-27,https://www.quora.com/Will-PES-University-reduce-tuition-fees-for-the-next-semester-since-3-4-months-have-gone-by-without-attending-college,You can't expect them to reduce your tuition fees because they did all their efforts to continue the online classes seamlessly but with few streaming problems. But I agree not all have the facilities to view the online classes continuously I myself prefer offline classes they may reduce the accomodation and food charges if you're a hostler. Hope everything goes good and we go back to our daily lives ❤️ ,0.03723333333333334,Neutral,3.074466666666667,0.04,0,3.074466666666667
15,15,PES-University-1,Will PES University reduce tuition fees for the next semester since 3-4 months have gone by without attending college?,1,2,1/2,No,Requested,2020-07-27,https://www.quora.com/Will-PES-University-reduce-tuition-fees-for-the-next-semester-since-3-4-months-have-gone-by-without-attending-college,definetely no! such things can never happen ha ha. People always want to draw as much money as possible and the reverse is very rare.( in every field) ,-0.04530000000000001,Neutral,2.9093999999999998,0.04,0,2.9093999999999998
16,16,PES-University-1,Why doesn't BMSCE have MoUs with industry or foreign universities unlike PESU? Why don't we have a research culture?,1,1,1/1,No,Requested,2020-07-27,https://www.quora.com/Why-doesnt-BMSCE-have-MoUs-with-industry-or-foreign-universities-unlike-PESU-Why-dont-we-have-a-research-culture,"Many department of BMS have MOU with different industries. That's for departmental growth. When they become private University, then there's a need for collaboration. Even PESU doesn't have exchange program. ",0.09545,Positive,3.1909,0.04,0,3.1909
17,17,PES-University-1,What’s the fees for CS in PESU through PESSAT?,0,1,0/1,No,Requested,2020-07-26,https://www.quora.com/What-s-the-fees-for-CS-in-PESU-through-PESSAT,"Hi! I can tell you the fees which was in my time when I took admission 2 years back ; It is the same irrespective of the branch that is 3,20,000/-(only for PESSAT) All the very best for your exams! ✌️ If you need any guidance or information, you can dm me personally on the chat platform and I will try to answer your doubts as soon as possible! Thank you! ",0.189825,Positive,3.37965,0.0,0,3.37965
18,18,PES-University-1,Why is negative marking included in the 2020 PESSAT?,2,2,2/2,No,Followed,2020-07-26,https://www.quora.com/Why-is-negative-marking-included-in-the-2020-PESSAT,Hi Manish I had written PESSAT last year when there was no negative marking (I was very lucky that time 😜 ). The whole point behind including negative marking for wrong answers is to stop guess work. But that doesn’t mean that you totally stop guessing answers to MCQs . Guess work is useful when you can eliminate at least one of the four options in the MCQ.(This is the place where students get filtered). So stop thinking about the negative marking and work on strategies that how you can benefit out of it. All the best for all your competitive exams ~ Your well wisher :) ,0.02972857142857142,Neutral,3.0594571428571427,0.08,1,4.059457142857143
19,19,PES-University-1,Why is negative marking included in the 2020 PESSAT?,2,2,2/2,No,Followed,2020-07-26,https://www.quora.com/Why-is-negative-marking-included-in-the-2020-PESSAT,"Probably the number of students appearing this year is higher and it can also be an efficient method to select only the deserving candidates . When there's no negative marking there's a chance for an avg student to guess the answer and might bag the seat luckily along with a deserving student. So now , this problem would be resolved ",0.3129,Positive,3.6258,0.08,1,4.6258
20,20,PES-University-1,When do companies come for placements at PES University? In which semester will we be going through all coding rounds? What are some suggestions for 5th semester students?,1,2,1/2,No,Followed,2020-07-25,https://www.quora.com/When-do-companies-come-for-placements-at-PES-University-In-which-semester-will-we-be-going-through-all-coding-rounds-What-are-some-suggestions-for-5th-semester-students,Placements will start from 3rd August for students in the 7th Semester. Companies will come for pre placement internship selection in the 6th Semester. All information related to placement (specific to the graduating class of 2021) will be updated in the website by 31st July. Students in the 5th semester should ensure conceptual understanding of 3rd/4th semester subjects. Focus on mini course projects in the 5th Semester along with participation in as many technical competitions as possible. I would strong advise you to appear for ESA atleast in the core subjects of the 4th semester whenever it Continue ReadingPlacements will start from 3rd August for students in the 7th Semester. Companies will come for pre placement internship selection in the 6th Semester. All information related to placement (specific to the graduating class of 2021) will be updated in the website by 31st July. Students in the 5th semester should ensure conceptual understanding of 3rd/4th semester subjects. Focus on mini course projects in the 5th Semester along with participation in as many technical competitions as possible. I would strong advise you to appear for ESA atleast in the core subjects of the 4th semester whenever it is offered though it is not mandatory. Take care and stay safe. ,0.20615833333333333,Positive,3.4123166666666664,0.04,0,3.4123166666666664
21,21,PES-University-1,When do companies come for placements at PES University? In which semester will we be going through all coding rounds? What are some suggestions for 5th semester students?,1,2,1/2,No,Followed,2020-07-25,https://www.quora.com/When-do-companies-come-for-placements-at-PES-University-In-which-semester-will-we-be-going-through-all-coding-rounds-What-are-some-suggestions-for-5th-semester-students,7th/8th semester.7th/8th semester.This is the suggestion from my side to the current in Indian engineering students circa 2020.,0.0,Neutral,3.0,0.04,0,3.0
22,22,PES-University-1,"With 64%, is it possible to get admission in PES through the management quota?",1,2,1/2,No,Followed,2020-07-25,https://www.quora.com/With-64-is-it-possible-to-get-admission-in-PES-through-the-management-quota,"No, its not possible. They have a criteria of 75%+. If someone is telling you its possible through contacts and all is probably scamming you. So, I would suggest you to switch to other similarly ranked colleges, like -RVCE, MSRIT,BMSCE. These 3 are the top colleges of bangalore and is rivaled only by PES. As these colleges have 60% criteria for management quota, you will be eligible for the admission under management quota. Contact me for seat bookings at no extra cost in the top engineering colleges. ",0.06582857142857143,Positive,3.1316571428571427,0.04,0,3.1316571428571427
23,23,PES-University-1,"With 64%, is it possible to get admission in PES through the management quota?",1,2,1/2,No,Followed,2020-07-25,https://www.quora.com/With-64-is-it-possible-to-get-admission-in-PES-through-the-management-quota,"As for as I know, there's no management quota in PES. The entry is through entrance exams only. For this, you should have 60% in PCM. Don't believe the other answer given above. Now it's direct, no agents are required. Talk with management people and book. ",-0.09866666666666667,Negative,2.8026666666666666,0.04,0,2.8026666666666666
24,24,PES-University-1,"As per my calculations (followed the grading pattern of PES University), I am getting a 7.4 CGPA in the first year. I want to change my branch from civil to EEE. Is it possible?",2,3,2/3,No,Followed,2020-07-25,https://www.quora.com/As-per-my-calculations-followed-the-grading-pattern-of-PES-University-I-am-getting-a-7-4-CGPA-in-the-first-year-I-want-to-change-my-branch-from-civil-to-EEE-Is-it-possible,"Thanks for A2A. Being from the EEE branch I guess I am qualified enough to answer this question. When it comes to change in branch only two branches are mainly in competition or at least they were back in 2018 when it happened for my batch. As far as I remember 1 seat was left in CSE department along with 2–3 seats in ECE department. Also, note that once you take up a seat in another department your seat goes vacant increasing the number of seats available in your branch to acquire. For eg if I take the case of 1 seat left in CSE if anyone from ECE branch takes it, the vacancy in ECE department  Continue ReadingThanks for A2A. Being from the EEE branch I guess I am qualified enough to answer this question. When it comes to change in branch only two branches are mainly in competition or at least they were back in 2018 when it happened for my batch. As far as I remember 1 seat was left in CSE department along with 2–3 seats in ECE department. Also, note that once you take up a seat in another department your seat goes vacant increasing the number of seats available in your branch to acquire. For eg if I take the case of 1 seat left in CSE if anyone from ECE branch takes it, the vacancy in ECE department goes from 2–3 seats to 3–4 seats. Anyways the cut-off for CSE branch was around 9.5 CGPA at the end of the first year (Yes it is damn competitive) and the cut-off for ECE department is around 8.9 CGPA (Again it's one of the top scores). As per my calculations the chance of getting a EEE seat with 7.4 CGPA is still low but who knows how everyone performed in your batch. Hence it's all relative. Whatever happens, don't give up cuz engineering isn’t the end, you have your entire life ahead of you. Excel in whatever branch you’re in or I ll say just try your best if its not your favorite or first choice. There are many opportunities even after engineering. Thanks and All the best buddy. ",0.15633333333333332,Positive,3.312666666666667,0.08,1,4.312666666666667
25,25,PES-University-1,"As per my calculations (followed the grading pattern of PES University), I am getting a 7.4 CGPA in the first year. I want to change my branch from civil to EEE. Is it possible?",2,3,2/3,No,Followed,2020-07-25,https://www.quora.com/As-per-my-calculations-followed-the-grading-pattern-of-PES-University-I-am-getting-a-7-4-CGPA-in-the-first-year-I-want-to-change-my-branch-from-civil-to-EEE-Is-it-possible,"As Mahesh Dutt mentioned, more than your cgpa, vacany in EEE is important. You have bleak chances to shift your branch to EEE. Generally EEE vacany closes around 8. Still try your luck and hope for the best! ",0.3226,Positive,3.6452,0.08,1,4.6452
26,26,PES-University-1,"As per my calculations (followed the grading pattern of PES University), I am getting a 7.4 CGPA in the first year. I want to change my branch from civil to EEE. Is it possible?",2,3,2/3,No,Followed,2020-07-25,https://www.quora.com/As-per-my-calculations-followed-the-grading-pattern-of-PES-University-I-am-getting-a-7-4-CGPA-in-the-first-year-I-want-to-change-my-branch-from-civil-to-EEE-Is-it-possible,"More than your cgpa, there should be a vacancy in EEE. Mostly in PES, you won't have it because of top rankers. Anyway contact office for that. ",0.06743333333333333,Positive,3.1348666666666665,0.08,1,4.1348666666666665
27,27,PES-University-1,What are the pros and cons of being a PES E?,1,1,1/1,No,Followed,2020-07-23,https://www.quora.com/What-are-the-pros-and-cons-of-being-a-PES-E,IMO it's waste of time except fulfilling NS obligation if you are PES E as you be likely to be assigned to service or support vocation. But it could be a blessing in disguise. ,0.19785,Positive,3.3957,0.04,0,3.3957
28,28,PES-University-1,"Does Flipkart visit PES? How much do they offer, both in PPO and placements? I heard they hire students as product solution engineers.",3,1,3/1,No,Followed,2020-07-22,https://www.quora.com/Does-Flipkart-visit-PES-How-much-do-they-offer-both-in-PPO-and-placements-I-heard-they-hire-students-as-product-solution-engineers,"This is something which I heard from my seniors. Can’t guarantee whether it’s correct. A few years back, around 2015 flipkart came to our college and hired some 5–7 people. But when their time of joining came they refused to onboard. I don’t know the reason as to why they did that. My senior told me that there was some budget issue with flipkart that time and they freezed the hiring. So the Placement department barred flipkart from coming to our college again. From 2016–2020 ( the time of my college study) flipkart never came to hire. ",-0.021437499999999998,Neutral,2.957125,0.12,1,1.957125
29,29,PES-University-1,How does the placements happen at PES like is there is a round of internship and then a round of placements?,0,2,0/2,No,Requested,2020-07-17,https://www.quora.com/How-does-the-placements-happen-at-PES-like-is-there-is-a-round-of-internship-and-then-a-round-of-placements,"This correct answer is in Indian context: PES is a fraud tier-4 Indian engineering college and all such colleges force their students to not to gain the industry relevant skills by not offering them these facilities, which increases the probability of an Indian engineering student gaining the industry relevant skills.Any Indian engineering college should be called as a tier-1 Indian engineering college if that college starts offering these facilities to its students to the maximum possible extent.There is NO concept of campus placement from such colleges because campus placement happens when aContinue ReadingThis correct answer is in Indian context: PES is a fraud tier-4 Indian engineering college and all such colleges force their students to not to gain the industry relevant skills by not offering them these facilities, which increases the probability of an Indian engineering student gaining the industry relevant skills.Any Indian engineering college should be called as a tier-1 Indian engineering college if that college starts offering these facilities to its students to the maximum possible extent.There is NO concept of campus placement from such colleges because campus placement happens when an engineering company needs engineers and such companies visit many colleges to fill some core engineering positions. Since NONE of the companies carrying out campus placement at such tier-4 Indian engineering colleges do engineering but some random clerical works hence such companies are called as services based companies.All the graduates from such colleges are shifted as clerks in the services based companies. 3–4 LPA.And after a few years such 2–3 years old employees ask for more salary then they are fired so that the new graduates can be recruited to work at lower pay.Since Indian engineering curriculum is 40 years old and also since Indian is not any industrialised country hence there is NO culture of internships in India.Less than 100 humans in India can answer all the answers relating to engineering internships in India because they have been reading and learning this post written by me after 10 years of research over Indian engineering curriculum.Hence there is NO accurate answer to this question. Please consult seniors. ",-0.37482499999999996,Negative,2.25035,0.0,0,2.25035
30,30,PES-University-1,How does the placements happen at PES like is there is a round of internship and then a round of placements?,0,2,0/2,No,Requested,2020-07-17,https://www.quora.com/How-does-the-placements-happen-at-PES-like-is-there-is-a-round-of-internship-and-then-a-round-of-placements,"Disclaimer:- This was how it was until a year ago, the case might be different now, also this is particular to PES University ( not sure how it works for the south campus). Companies do visit the campus to hire summer interns - students in the third year are eligible and the internship happens in the summer after the 6th sem ( I interned in Cisco via campus recruitment). This gives the students who get such internships to secure a PPO (pre-placement offer) but very few companies come for summer placements Companies also visit the campus in the 7th sem with three types of opportunities:- 1) Only I Continue ReadingDisclaimer:- This was how it was until a year ago, the case might be different now, also this is particular to PES University ( not sure how it works for the south campus). Companies do visit the campus to hire summer interns - students in the third year are eligible and the internship happens in the summer after the 6th sem ( I interned in Cisco via campus recruitment). This gives the students who get such internships to secure a PPO (pre-placement offer) but very few companies come for summer placements Companies also visit the campus in the 7th sem with three types of opportunities:- 1) Only Internship - where students intern at the firm during the last semester (starting in Jan, ending in May/June). Here a full-time offer will be given based on the student’s internship performance and requirement of the firm. 2) Only Full-Time Employment (FTE) - This is the usual full-time job offer which will start after graduation. 3) Both Internship and FTE- Internship + Assured job offer. ",0.1422875,Positive,3.2845750000000002,0.0,0,3.2845750000000002
31,31,PES-University-1,What should EEE students from PESU focus on (concepts) to be placed in a core company in campus placements? What should be the minimum CGPA for attending these core companies?,1,2,1/2,No,Requested,2020-07-15,https://www.quora.com/What-should-EEE-students-from-PESU-focus-on-concepts-to-be-placed-in-a-core-company-in-campus-placements-What-should-be-the-minimum-CGPA-for-attending-these-core-companies,"This correct answer is in Indian context: PES is a fraud tier-4 Indian engineering college and all such colleges force their students to not to gain the industry relevant skills by not offering them these facilities, which increases the probability of an Indian engineering student gaining the industry relevant skills.Any Indian engineering college should be called as a tier-1 Indian engineering college if that college starts offering these facilities to its students to the maximum possible extent.There is nothing called as EEE in 2020: Praveen Kumar Singh's answer to What is the average and hiContinue ReadingThis correct answer is in Indian context: PES is a fraud tier-4 Indian engineering college and all such colleges force their students to not to gain the industry relevant skills by not offering them these facilities, which increases the probability of an Indian engineering student gaining the industry relevant skills.Any Indian engineering college should be called as a tier-1 Indian engineering college if that college starts offering these facilities to its students to the maximum possible extent.There is nothing called as EEE in 2020: Praveen Kumar Singh's answer to What is the average and highest package for the EEE department in NIT, Trichy?Since there is nothing called as EEE in 2020, hence there are NO core EEE companies on Earth.There is NO concept of campus placement from such colleges because campus placement happens when an engineering company needs engineers and such companies visit many colleges to fill some core engineering positions. Since NONE of the companies carrying out campus placement at such tier-4 Indian engineering colleges do engineering but some random clerical works hence such companies are called as services based companies.All the graduates from such colleges are shifted as clerks in the services based companies. 3–4 LPA.And after a few years such 2–3 years old employees ask for more salary then they are fired so that the new graduates can be recruited to work at lower pay.",-0.5533333333333333,Negative,1.8933333333333333,0.04,0,1.8933333333333333
32,32,PES-University-1,What should EEE students from PESU focus on (concepts) to be placed in a core company in campus placements? What should be the minimum CGPA for attending these core companies?,1,2,1/2,No,Requested,2020-07-15,https://www.quora.com/What-should-EEE-students-from-PESU-focus-on-concepts-to-be-placed-in-a-core-company-in-campus-placements-What-should-be-the-minimum-CGPA-for-attending-these-core-companies,"Very few core companies come for placements and most students from EEE are placed in IT companies. The companies which do come ask questions based on mainly electric circuits, power electronics, electric machines, analog electronics, signals and control systems. The CGPA cutoff for most core companies is 8 and for some it is 7. ",0.0,Neutral,3.0,0.04,0,3.0
33,33,PES-University-1,"What should I study in the summer gap before the 3rd sem begins, I am CSE student at PES?",1,2,1/2,No,Followed,2020-07-12,https://www.quora.com/What-should-I-study-in-the-summer-gap-before-the-3rd-sem-begins-I-am-CSE-student-at-PES,"Now is the time. Remember this, whatever thing that you ever wanted to do but you couldn’t maybe because of your studies, projects, exams or many more factors you can do them now. From this day today, you are having a time of 1 and a half months since the next semester starts for you. I will suggest maybe learn something that you always wanted but never got a chance. Also since you are from Computer Science Background, try starting subjects like Data Structures and Algorithms, Introduction to Web Development, Introduction to Operating Systems, Database Management Systems. These are the key subj Continue ReadingNow is the time. Remember this, whatever thing that you ever wanted to do but you couldn’t maybe because of your studies, projects, exams or many more factors you can do them now. From this day today, you are having a time of 1 and a half months since the next semester starts for you. I will suggest maybe learn something that you always wanted but never got a chance. Also since you are from Computer Science Background, try starting subjects like Data Structures and Algorithms, Introduction to Web Development, Introduction to Operating Systems, Database Management Systems. These are the key subjects that are asked when any company visits the campus either for internships or even for placements. Start competitive coding! There are many websites like CodeChef, Hackerrank, HackerEarth. Time is key! Pursue your passion. The more in-depth knowledge you have of the above subjects the more chances you get in the Computer Science field in the next couple of years either on-campus or off-campus. And to those readers who are reading this answer late or maybe in different circumstances. It is never too late to put yourself out there and pay the price. “Pay the price today so that you can pay any price in the future!” At last, I would really like to say, the only force in the world that can stop you from succeeding in whatever field you are is you. Never think anything else. Do you believe it? Fuc*in make it happen! Cheers! ",0.10885217391304348,Positive,3.217704347826087,0.04,0,3.217704347826087
34,34,PES-University-1,"What should I study in the summer gap before the 3rd sem begins, I am CSE student at PES?",1,2,1/2,No,Followed,2020-07-12,https://www.quora.com/What-should-I-study-in-the-summer-gap-before-the-3rd-sem-begins-I-am-CSE-student-at-PES,"Start competitive coding on platforms such as leetcode, hackerearth, hackerrank, etc. You can thank me after your placements. ",0.26955,Positive,3.5391,0.04,0,3.5391
35,35,PES-University-1,Is the placement for B.Tech CS in PES (ring road campus) really as good as they claim? How can I improve my chances of getting a tier-1 package?,1,2,1/2,No,Followed,2020-07-12,https://www.quora.com/Is-the-placement-for-B-Tech-CS-in-PES-ring-road-campus-really-as-good-as-they-claim-How-can-I-improve-my-chances-of-getting-a-tier-1-package,"Placement in CSE in PES Ring Road Campus is good. Here are some tips which will increase your probability for getting a tier-1 package :- (1) Start practicing competitive coding as soon as you can. Almost all tier-1 companies will have coding in their 1st round. Use platforms such as hackerrank, hackerearth, leetcode, etc. (2) Concentrate more on the core CSE subjects such as Operating Systems, DBMS, Compiler, Algorithms, Data Structure, etc. (3) Have some good projects on your CV to talk. (4) A good cgpa (around 8.5 -9.0) will surely help you. (5) Any extra-curricular will be a bonus but not necess Continue ReadingPlacement in CSE in PES Ring Road Campus is good. Here are some tips which will increase your probability for getting a tier-1 package :- (1) Start practicing competitive coding as soon as you can. Almost all tier-1 companies will have coding in their 1st round. Use platforms such as hackerrank, hackerearth, leetcode, etc. (2) Concentrate more on the core CSE subjects such as Operating Systems, DBMS, Compiler, Algorithms, Data Structure, etc. (3) Have some good projects on your CV to talk. (4) A good cgpa (around 8.5 -9.0) will surely help you. (5) Any extra-curricular will be a bonus but not necessary. Best of Luck. ",0.35687500000000005,Positive,3.71375,0.04,0,3.71375
36,36,PES-University-1,Is the placement for B.Tech CS in PES (ring road campus) really as good as they claim? How can I improve my chances of getting a tier-1 package?,1,2,1/2,No,Followed,2020-07-12,https://www.quora.com/Is-the-placement-for-B-Tech-CS-in-PES-ring-road-campus-really-as-good-as-they-claim-How-can-I-improve-my-chances-of-getting-a-tier-1-package,"No college can claim impossible things, whatever placements have happened, it's reflected in the website. Talk with students who are currently studying for clarification. Above all improve your programming skills and don't always think of tier1 package, whatever that means! ",0.06553333333333333,Positive,3.1310666666666664,0.04,0,3.1310666666666664
37,37,PES-University-1,What's the BMT like for PES E conscripts?,1,2,1/2,No,Followed,2020-07-12,https://www.quora.com/Whats-the-BMT-like-for-PES-E-conscripts,"IIRC, there is *NO* BMT for PES E conscripts. At least there wasn’t in my time. The conscripts in that classification just ended up working as clerks wearing civilian clothing at one of the Ministries for their entire hitch and didn’t even have reservist obligations, the lucky sods. It was just like a regular, albeit boring, job. At worst they had to do 24 hour stints as duty clerks occasionally. ",-0.03036000000000001,Neutral,2.93928,0.04,0,2.93928
38,38,PES-University-1,What's the BMT like for PES E conscripts?,1,2,1/2,No,Followed,2020-07-12,https://www.quora.com/Whats-the-BMT-like-for-PES-E-conscripts,"There is a new 9 weeks training program implemented for PES C and E since 2019. Here is the link: New 9-week training for PES C & PES E full-time national servicemen With the new 9 week program, all enlistees are required to go through weapon handling of the rifle. This is crucial part of basic military training. During my NS days, those PES E enlistees are commonly called ‘Sick Chicken’ and most of them have existing medical or health condition therefore they are immediately posted to support or admin roles. ",0.026475,Neutral,3.05295,0.04,0,3.05295
39,39,PES-University-1,How will the 50% from the previous semester be considered for students at PES University?,1,1,1/1,No,Requested,2020-07-11,https://www.quora.com/How-will-the-50-from-the-previous-semester-be-considered-for-students-at-PES-University,"They have to follow UGC regulations. As per UGC, if you have scored say70%, take 35% and current sem IA marks 50%.  ",0.0,Neutral,3.0,0.04,0,3.0
40,40,PES-University-1,Will the PESSAT 2020 be harder than last year?,1,1,1/1,No,Requested,2020-07-11,https://www.quora.com/Will-the-PESSAT-2020-be-harder-than-last-year,There is no reason for it to be harder than last year. It is going to be moderate just like every year. Focus on basics of PCM and English. ,0.021733333333333344,Neutral,3.0434666666666668,0.04,0,3.0434666666666668
41,41,PES-University-1,"Which university is best to pursue an MCA, PESU (Bangalore RR Campus), VIT (Vellore), or MIT (Manipal)?",1,2,1/2,No,Followed,2020-07-06,https://www.quora.com/Which-university-is-best-to-pursue-an-MCA-PESU-Bangalore-RR-Campus-VIT-Vellore-or-MIT-Manipal,"All 3 are good, but MCA has lost its value and jobs are not available. Also fees are high in all colleges, so calculate the rate of returns ",0.1366,Positive,3.2732,0.04,0,3.2732
