,Unnamed: 0,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers,compound,Sentiment,old_score,followers_n,engagement,sentiment_score,old_score
10,10,International-Institute-of-Information-Technology-Bangalore-IIITB,How is M.Tech in computer science at IIIT-Bangalore?,32,6,32/6,Yes,Followed,2020-04-17,https://www.quora.com/How-is-M-Tech-in-computer-science-at-IIIT-Bangalore,"I have completed M.Tech in Data Science from IIIT-B in 2013-15 batch. The faculty members at IIIT-B represent some of the best men and women who are committed to research and teaching. IIIT-B have some very senior persons who have decades of experience teaching at some of the best Schools in India and abroad. No faculty member is less than Phd. from IIT, IIITB also have faculty from MIT. Students at IIITB not only study course work but also they can indulge themself into projects from various compnies like Fiberlink (now IBM), SAP etc. Research is the main focus in the college. To develope Entre Continue ReadingI have completed M.Tech in Data Science from IIIT-B in 2013-15 batch. The faculty members at IIIT-B represent some of the best men and women who are committed to research and teaching. IIIT-B have some very senior persons who have decades of experience teaching at some of the best Schools in India and abroad. No faculty member is less than Phd. from IIT, IIITB also have faculty from MIT. Students at IIITB not only study course work but also they can indulge themself into projects from various compnies like Fiberlink (now IBM), SAP etc. Research is the main focus in the college. To develope Entrepreneurship qualities, IIITB also have Incubation center providing space for several startups right now. Whole college is student driven from Food to Placement. IIITB have 100% placement record for all the batches till now. Few of my batchmates are placed at abroad as well. Almost every IT company visit our college each year depending upon the prefrence of the current placement batch students. Coming to your question:After my under-graduation, I was unable to crack Infosys, Wipro and Accenture interviews which were very light and easy. Though I got the placement in some startup called Franconnect India for 3 Lacs p.a. but I didn't joined and went to IIITB for higher education.A month ago I had 5 offers from MNC's including IBM which was 4 times the one I got after under-grads. I hope this answers your question. If you have any specific question, please let me know. ",0.19549583333333334,Positive,3.390991666666667,0.1509433962264151,1,4.390991666666666,3.390991666666667
11,11,International-Institute-of-Information-Technology-Bangalore-IIITB,What difference do you observe between an IIT Hyderabad student and an IIIT Hyderabad student?,7,4,7/4,No,Followed,2020-07-19,https://www.quora.com/What-difference-do-you-observe-between-an-IIT-Hyderabad-student-and-an-IIIT-Hyderabad-student,"Like if you want to know the difference in terms of talent then it depends on student to student and is really hard to judge as both are very competitive institutes in terms of selection of candidates. Some differences are : Entrance criteria: For Btech admissions, IIITH considers JEE Mains score for Indian students and SAT scores for students who did their schooling abroad, it also has an admission under SPEC which you can search more about on IIITH website. For dual degree programs, you can either enter through UGEE( exam conducted by IIITH) followed by an interview or if you have a high rank i Continue ReadingLike if you want to know the difference in terms of talent then it depends on student to student and is really hard to judge as both are very competitive institutes in terms of selection of candidates. Some differences are : Entrance criteria: For Btech admissions, IIITH considers JEE Mains score for Indian students and SAT scores for students who did their schooling abroad, it also has an admission under SPEC which you can search more about on IIITH website. For dual degree programs, you can either enter through UGEE( exam conducted by IIITH) followed by an interview or if you have a high rank in KVPY or you are qualified for international Olympiads. There are certain rules on them though like you can get CSD only if you have IOI or Maths Olympiad no other Olympiad winner can get CSD. For undergraduate admissions, IITH only accepts merit students based on JEE Advanced rank. For postgraduate, IIITH has a separate exam called PGEE while IITH accepts students based on GATE rank. Location: IITH is in disadvantage at this one as it is located very far from the city and it gets really tough to get to the campus and out of it but IIITH campus is located well within the city and all the IT companies are a stone throwaway. Research: It is true that IIITH is very good in AI research but IITH being a very new institute is also growing quite big in research with Nvidia setting an AI center in IITH. Coding Culture: It is very different to beat IIITH in coding as coding is a thing here. Students code all the time and then discuss with their friends about coding problems. Seniors encourage coding. Assignments are coding heavy too because of which a coding culture is engrained in the veins of every IIITan. Placements: I don't think we need to talk about placements as both the institutes have great placements with high average CTCs. So, I think both are similar in terms of placements. I don't have stats for IITH but placements for CSE is great there. Brand value: IITH clearly wins in this. As IITs have a lot of brand value for us Indians and we think they are the absolute best. ",0.3857315789473684,Positive,3.771463157894737,0.0330188679245283,1,4.771463157894737,3.771463157894737
12,12,International-Institute-of-Information-Technology-Bangalore-IIITB,What difference do you observe between an IIT Hyderabad student and an IIIT Hyderabad student?,7,4,7/4,No,Followed,2020-07-19,https://www.quora.com/What-difference-do-you-observe-between-an-IIT-Hyderabad-student-and-an-IIIT-Hyderabad-student,IIT Hyderabad takes its admission on the basis of Jee Advanced ranks whereas IIIT Hyderabad takes admission on the basis of Jee mains ranks and on its own entrance exam also. Student quality is same exactly the same. The average package of iit Hyderabad is around 12 Lakhs per annum whereas the average package of iiit Hyderabad is around 20–22 lakhs per annum . IIT Hyderabad students enjoy the status of IIT whereas the students of iiit Hyderabad loves the placement. Both colleges comes under top 10 engineering colleges of India. Both are the institutes of national importance but the brand value of i Continue ReadingIIT Hyderabad takes its admission on the basis of Jee Advanced ranks whereas IIIT Hyderabad takes admission on the basis of Jee mains ranks and on its own entrance exam also. Student quality is same exactly the same. The average package of iit Hyderabad is around 12 Lakhs per annum whereas the average package of iiit Hyderabad is around 20–22 lakhs per annum . IIT Hyderabad students enjoy the status of IIT whereas the students of iiit Hyderabad loves the placement. Both colleges comes under top 10 engineering colleges of India. Both are the institutes of national importance but the brand value of iit Hyderabad is more than that of iiit Hyderabad. Hope it helps ! ,0.35523333333333335,Positive,3.7104666666666666,0.0330188679245283,1,4.710466666666667,3.7104666666666666
13,13,International-Institute-of-Information-Technology-Bangalore-IIITB,"Which is better, IIIT Lucknow or IIIT Bangalore in 2020 for CSE?",4,5,4/5,No,Followed,2020-07-18,https://www.quora.com/Which-is-better-IIIT-Lucknow-or-IIIT-Bangalore-in-2020-for-CSE,"We will have to look into some points before jumping to conclusion. 1.) Academics: Firstly, you have to take into account that IIITL only offers Btech in IT and Mtech in CSE while IIITB offers integrated Mtech (CSE and ECE), Mtech (CSE and ECE), MS (CSE and ECE). So, we can only compare Btech of IIITL and iMtech (integrated Mtech) CSE of IIITB and Mtech offered at both institutions. If course duration is a concern then IIITL is your best bet as it offers a 4 year course while iMtech is a 5 year course. If you want to learn more, do more research and projects, with more internships then iMtech i Continue ReadingWe will have to look into some points before jumping to conclusion. 1.) Academics: Firstly, you have to take into account that IIITL only offers Btech in IT and Mtech in CSE while IIITB offers integrated Mtech (CSE and ECE), Mtech (CSE and ECE), MS (CSE and ECE). So, we can only compare Btech of IIITL and iMtech (integrated Mtech) CSE of IIITB and Mtech offered at both institutions. If course duration is a concern then IIITL is your best bet as it offers a 4 year course while iMtech is a 5 year course. If you want to learn more, do more research and projects, with more internships then iMtech is what you should be looking at. So, for learning go for IIITB if time duration is a concern then IIITL. For Mtech, both will be 2 year programs with some fixed courses and some electives but I think IIITB is big on AI and Data Science while IIITL is too new to be judged. 2.) Fees: As we live in a 3rd world country, fees is a major concern for a lot of Indian students though you do can get loan for your education and both colleges are reputed so taking a loan would not be a problem but in most cases you have to pay first semester fees on your own. You can get loan from the banks at the campus once you arrive in your campus that's what happens in most cases. IIITL has a fees of around 155k for 1 semester while IIITB is more expensive with a fees of around 225k. So, in terms of fees IIITL has an advantage. 3.) Location: The location of your campus plays a role sometimes. IIITB being in the silicon valley of our country has many advantages over IIITL like many startups won't be traveling that far to Lucknow to hire candidates instead they will hire from IIITB as both colleges are good. Plus, you will get other advantages of living in a metro city like you will get more activities to do in the city of Bangalore then Lucknow. 4.) Faculty: Faculty plays a great role in shaping an engineer's career because if the curriculum is new and up to date with good amount of assignments and teacher is good in teaching then you will learn a lot. And I think IIITB wins in this department because I know IIITB has some good profs with good publishing records and experience of research and teaching while most profs at IIITL are young who do not have much experience in teaching and guiding students for research. 5.) Campus: I don't know whether IIITL has started operating from it's own campus or not. It was operating from IIIT Allahabad which is its mentor institute. And IIITA's campus is better than IIITL hands down. It has more facilities which will give you more exposure to extra curricular when compared to IIITB and IIITL's new campus also looks promising. 6.) Type of organizations: IIITL is a government institute while IIITB is an autonomous institute. So, if you want a stamp from your relatives that you studied in a government institute then go for IIITL else with IIITB :p 7.) Placements: I think IIITB wins in this hands down because average package in IIITL for the batch of 2020 is 18.42 lpa while it is 24.76 lpa for IIITB. 8.) Personal opinion: If I had a choice, I would have gone with IIITB because IIITB is older, more reputed and better in many regards compared to IIITL as of now who knows about the future. So, in my opinion IIITB is better than IIITL. ",0.2094621621621622,Positive,3.4189243243243244,0.018867924528301886,1,4.418924324324324,3.4189243243243244
14,14,International-Institute-of-Information-Technology-Bangalore-IIITB,"Which is better, IIIT Lucknow or IIIT Bangalore in 2020 for CSE?",4,5,4/5,No,Followed,2020-07-18,https://www.quora.com/Which-is-better-IIIT-Lucknow-or-IIIT-Bangalore-in-2020-for-CSE,There are a bunch of iiit L guys claiming their Institute to be some kind of 22nd century stuff. Don't fall in this trap it's way too new to be even compared with other elite institutions at present . It will take time to get what it's claiming for. Zero alumni base and all…please use your head and dont believe everything you read here. These students are targeting innocent people on quora to join their Institute. ,0.14942,Positive,3.29884,0.018867924528301886,1,4.29884,3.29884
15,15,International-Institute-of-Information-Technology-Bangalore-IIITB,"Which is a better option, an M.Tech at IIIT Bangalore for CSE or a B.Tech in IT in IIIT Allahabad in 2020?",1,3,1/3,No,Followed,2020-07-18,https://www.quora.com/Which-is-a-better-option-an-M-Tech-at-IIIT-Bangalore-for-CSE-or-a-B-Tech-in-IT-in-IIIT-Allahabad-in-2020,"First this is a step by step process, B.Tech then M.Tech. But if you would like to evaluate the outcome and opportunities both research and Industry opportunities then M.Tech at IIIT Allahabad will be more valuable. Otherwise if you would like to take longer path B.Tech and M.Tech the first B.Tech at IIIT Banglore is good too. Doing only B.Tech will be good for Industry opportunities but if one's interested in research or better they can further pursue M.Tech. Having said that M.Tech is more valuable if you compare with a bare B.Tech degree as you'll be having more diverse opportunities. ",0.6439,Positive,4.2878,0.0047169811320754715,0,4.2878,4.2878
16,16,International-Institute-of-Information-Technology-Bangalore-IIITB,"Which is a better option, an M.Tech at IIIT Bangalore for CSE or a B.Tech in IT in IIIT Allahabad in 2020?",1,3,1/3,No,Followed,2020-07-18,https://www.quora.com/Which-is-a-better-option-an-M-Tech-at-IIIT-Bangalore-for-CSE-or-a-B-Tech-in-IT-in-IIIT-Allahabad-in-2020,Both are equal. IT at IIIT Allahabad cost very less than IIIT Bangalore and at the same time Mtech degree in long run in advantageous but at the begin of career it is same as Btech. If you want to excel in academic take IIIT Bangalore and if you are from middle income family or want chill college life take IIIT Allahabad. ,0.24916666666666668,Positive,3.4983333333333335,0.0047169811320754715,0,3.4983333333333335,3.4983333333333335
17,17,International-Institute-of-Information-Technology-Bangalore-IIITB,Is an M.Sc. in digital society from IIIT Bangalore after a B.Tech worth it?,1,2,1/2,No,Followed,2020-07-17,https://www.quora.com/Is-an-M-Sc-in-digital-society-from-IIIT-Bangalore-after-a-B-Tech-worth-it,"Hi Tushar, Well,It totally depends on individual. If you are interested in this field,Just go for it. Its a premium institution. All the best. I love to answer questions in Quora. Do request my answer if you have any doubts. Follow my space for more career related doubts here. MyDreamCareers Catch me on Insta at Login • Instagram ",0.128275,Positive,3.25655,0.0047169811320754715,0,3.25655,3.25655
18,18,International-Institute-of-Information-Technology-Bangalore-IIITB,Is an M.Sc. in digital society from IIIT Bangalore after a B.Tech worth it?,1,2,1/2,No,Followed,2020-07-17,https://www.quora.com/Is-an-M-Sc-in-digital-society-from-IIIT-Bangalore-after-a-B-Tech-worth-it,Not recommended. Indian education mafia has gone mad. I considered them to be simple-illiterate-greedy people. I have solved the education and unemployment problem for Indian youth through my research on Indian education system. ,-0.296825,Negative,2.4063499999999998,0.0047169811320754715,0,2.4063499999999998,2.4063499999999998
19,19,International-Institute-of-Information-Technology-Bangalore-IIITB,"Which is a better integrated M.Tech in CSE, IIIT Hyderabad or IIIT Bangalore?",4,1,4/1,Yes,Followed,2020-07-15,https://www.quora.com/Which-is-a-better-integrated-M-Tech-in-CSE-IIIT-Hyderabad-or-IIIT-Bangalore,"IIITH does not offer integrated M.Tech in CSE but a program called CSD (Computer Science Dual). This is an integrated program which includes B.Tech + MS. So, the dual degree program at IIITH is not of a fixed duration. You get the degree when you successfully defend your thesis. You have to start research from mostly 3rd year of college in which you have to choose the lab you are interested working in. While IIITB offers integrated Mtech which is a 5 year program. So, if you want a fixed program in which you will get a degree by the end of 5th year then you should choose IIITB as IIITH does not offer a fixed duration dual program. If you feel comfortable with research and time is not a concern then IIITH is the best bet for you as the dual degree program not only will introduce you with new fields but will also give you a taste of research. And most importantly doing a dual degree program from IIITH does not mean that you cannot complete the program in 5 years. There are many students who have completed their degree in 5 years but it all depends on you and also the research area you choose. As some fields are narrowing down which makes publishing papers difficult while in some fields it is relatively easier to publish papers. ",0.1826818181818182,Positive,3.3653636363636363,0.018867924528301886,1,4.365363636363636,3.3653636363636363
20,20,International-Institute-of-Information-Technology-Bangalore-IIITB,"Strictly in terms of teaching in CSE, which is better, IIIT Hyderabad or IIIT Bangalore?",5,2,5/2,No,Followed,2020-07-15,https://www.quora.com/Strictly-in-terms-of-teaching-in-CSE-which-is-better-IIIT-Hyderabad-or-IIIT-Bangalore,"Though I have not much knowledge about IIIT Hyderabad, I believe strictly in terms of teaching both IIIT Hyderabad and IIIT Bangalore must be more or less same. I just went through the faculty page of IIIT Hyderabad and I observe the faculty of both these Institutes to be as good and hence I safely assume they must be more or less the same in terms of teaching, coursework, etc. This is based on the limited knowledge I have about IIIT Hyderabad. May be you'll get an idea after speaking to students at both the Institutes. All the best. ",0.22749999999999998,Positive,3.455,0.02358490566037736,1,4.455,3.455
